oa_id,oa_count,affiliation_string,ror_id,s2aff_prediction
https://openalex.org/W1041175103,2,"UFF, Av. dos Trabalhadores 420, 27255-125, Volta Redonda, RJ, Brazil",NA,"{'https://ror.org/02rjhbb08': 0.6430256072237024, 'https://ror.org/03z9wm572': 0.4766817966437422}"
https://openalex.org/W2166968499,2,"Max‐Planck‐Institut für Biochemie, Martinsried, Deutschland",https://ror.org/04py35477,"{'https://ror.org/04py35477': 0.996070506204109, 'https://ror.org/03ap2av50': 0.4067588601050261}"
https://openalex.org/W2039477402,2,"(University of the South Pacific, Suva, Fiji)",https://ror.org/008stv805,"{'https://ror.org/008stv805': 0.9938897407621523, 'https://ror.org/00qk2nf71': 0.13946087215004388, 'https://ror.org/012cqkk56': 0.07466751936781132, 'https://ror.org/0008bt423': 0.007453605240181496}"
https://openalex.org/W2760800137,2,"Institute of Biological, Environmental and Rural Sciences, Aberystwyth University, Gogerddan, Aberystwyth SY23 3EB, United Kingdom.",https://ror.org/015m2p889,"{'https://ror.org/015m2p889': 0.9306324570561287, 'https://ror.org/051wgfj58': 0.874459098993184, 'https://ror.org/04zvx4d72': 0.056173101070329925}"
https://openalex.org/W1921367389,1,"Sch. of Comput. Sci., IPM, Tehran",https://ror.org/05vf56z40,{'https://ror.org/04xreqs31': 0.6265149487520526}
https://openalex.org/W3209257818,1,"UOC – IN3, Barcelona, Spain",NA,{'https://ror.org/01f5wp925': 0.7573849113850002}
https://openalex.org/W2792247140,1,"[IBM, Dublin, Ireland]",https://ror.org/0146h2h75,"{'https://ror.org/04jnxr720': 0.2377852247799706, 'https://ror.org/0146h2h75': 0.2284116549457758, 'https://ror.org/00pm7rm97': 0.012912619554494572, 'https://ror.org/04dzqh472': 0.01072545297801217}"
https://openalex.org/W2122595433,2,"PPS, Paris Diderot",https://ror.org/00bw5n526,{'https://ror.org/046p9e825': 0.6093784179988552}
https://openalex.org/W4229072428,1,"School of Computer and Systems Sciences, JNU, New Delhi, India",NA,"{'https://ror.org/0567v8t28': 0.9342753769500567, 'https://ror.org/01xrazc29': 0.5414022724431095, 'https://ror.org/03rm49h74': 0.5164541750049731}"
https://openalex.org/W2800224097,1,"Risks and Prevention Division, BRGM, Orléans, France",https://ror.org/05hnb7x64,{'https://ror.org/05hnb7x64': 0.926839223945544}
https://openalex.org/W1967348793,1,"Aihara Complexity Modelling Project, ERATO, JST, Tokyo 153-8505, Japan and Department of Physics, College of Science, Zhejiang University, Hangzhou 310027, China and Institute of Industrial Scienc ...#TAB#",NA,"{'https://ror.org/00097mb19': 0.5345217763510102, 'https://ror.org/01fp6hr92': 0.2746846983634177, 'https://ror.org/05dvmag14': 0.014639161972860432}"
https://openalex.org/W1967348793,2,"Aihara Complexity Modelling Project, ERATO, JST, Tokyo 153-8505, Japan and Institute of Industrial Science, The University of Tokyo, Tokyo 153-8505, Japan#TAB#",https://ror.org/057zh3y96,"{'https://ror.org/00097mb19': 0.4273589267629899, 'https://ror.org/01fp6hr92': 0.2579264200035609, 'https://ror.org/05dvmag14': 0.014639161972860432}"
https://openalex.org/W2883573483,2,"Communications Engineering, UPV/EHU, Bilbao, Spain",https://ror.org/000xsnr85,"{'https://ror.org/000xsnr85': 0.5439421629527496, 'https://ror.org/01460j859': 0.22533418005454525}"
https://openalex.org/W186014554,1,"CNRS, LAAS, Toulouse, France and Université de Toulouse, LAAS, Toulouse, France#TAB#",https://ror.org/004raaa70,"{'https://ror.org/03vcm6439': 0.6625156611721689, 'https://ror.org/02feahw73': 0.5636673159559741, 'https://ror.org/03j82q602': -0.037048512173698686, 'https://ror.org/02wqv1w77': -0.046066852059538}"
https://openalex.org/W4206756875,1,"CWI, Amsterdam, The Netherlands",https://ror.org/00x7ekv49,{'https://ror.org/00x7ekv49': 0.9826967025510112}
https://openalex.org/W4206756875,2,"TNO, The Hague, The Netherlands",https://ror.org/01bnjb948,"{'https://ror.org/01bnjb948': 0.565295378654199, 'https://ror.org/03nawc604': 0.03932054178542583}"
https://openalex.org/W2946365636,1,"Faculty of Information Technology, University of Jyväskylä, Jyväskylä and Finland, --- Select a Country ---",https://ror.org/05n3dz165,"{'https://ror.org/05n3dz165': 0.9877528325013456, 'https://ror.org/01dn2ng71': 0.1291483405122388}"
https://openalex.org/W4280621242,3,"Department of Computer Science, College of Science & Art at Mahayil, King Khalid University, Abha, Saudi Arabia; Faculty of Computers and Information, Computer Science Department, Menoufia University, Menofia Governorat, Egypt",https://ror.org/052kwzs30,{'https://ror.org/052kwzs30': 0.8860345978235616}
https://openalex.org/W4280621242,4,"Department of Computer Science, College of Science & Art at Mahayil, King Khalid University, Abha, Saudi Arabia; Faculty of Computers and Information, Computer Science Department, Menoufia University, Menofia Governorat, Egypt",https://ror.org/05sjrb944,{'https://ror.org/052kwzs30': 0.8860345978235616}
https://openalex.org/W4280621242,5,"College of Computer Science and Engineering, Taibah University, Medina, Saudi Arabia",https://ror.org/01xv1nn60,"{'https://ror.org/01xv1nn60': 0.8826955661215234, 'https://ror.org/03rcp1y74': 0.10988834422893042, 'https://ror.org/00tct5242': 0.08404937293542802, 'https://ror.org/00zs80j25': 0.07930841626146115}"
https://openalex.org/W2997252335,3,"Research Institute of Sciences & Engineering, University of Sharjah, Sharjah, UAE",https://ror.org/00engpz63,"{'https://ror.org/00engpz63': 0.906759460254313, 'https://ror.org/001g2fj96': 0.7679057362191156, 'https://ror.org/05r7nbf33': 0.09176478460388297, 'https://ror.org/05pzjjy67': 0.03705248777669061}"
https://openalex.org/W3131054135,1,"Centrale-Supelec, L2S & Orange Labs, Gif-sur-Yvette & Chatillon, France",https://ror.org/00n7gwn90,{'https://ror.org/00skw9v43': 0.7228871814256247}
https://openalex.org/W3131054135,2,"Centrale-Supelec, L2S, Gif-sur-Yvette, France#TAB#",https://ror.org/00n7gwn90,{'https://ror.org/00skw9v43': 0.7957646172860697}
https://openalex.org/W2157815440,1,"CWI, Amsterdam, Netherlands",https://ror.org/00x7ekv49,{'https://ror.org/00x7ekv49': 0.9826967025510112}
https://openalex.org/W112086828,2,"Forschungszentrum Informatik, FZI",https://ror.org/04kdh6x72,{'https://ror.org/04kdh6x72': 0.9864460343358294}
https://openalex.org/W2147417951,1,"Univ. des Saarlandes, Homburg/Saar#TAB#",https://ror.org/01jdpyv68,"{'https://ror.org/00nvxt968': 0.8230949773586557, 'https://ror.org/02dqsp291': 0.2825529718982785, 'https://ror.org/01d16dr57': 0.09961811738750234, 'https://ror.org/00yy4hw75': 0.0570280056024802}"
https://openalex.org/W764441666,2,"CWI, Amsterdam, The Netherlands#TAB#",https://ror.org/00x7ekv49,{'https://ror.org/00x7ekv49': 0.9826967025510112}
https://openalex.org/W2008556222,1,"BYU, Provo, UT",https://ror.org/047rhhm47,{'https://ror.org/047rhhm47': 1.095585305305174}
https://openalex.org/W3095892537,1,"Lix, École Polytechnique, Palaiseau, France",https://ror.org/04afed728,"{'https://ror.org/04afed728': 0.8310203473381214, 'https://ror.org/05hy3tk52': 0.704268266045404}"
https://openalex.org/W1992788999,1,"MCC, 3500 West Balcones Center Drive, Austin, Texas",https://ror.org/02677zc17,{'https://ror.org/05nf32076': 0.3079149347919734}
https://openalex.org/W1536323972,1,"School of Information Science, Halmstad University, Halmstad#TAB#",https://ror.org/03h0qfp10,"{'https://ror.org/03h0qfp10': 0.9182390155327327, 'https://ror.org/04faw9m73': 0.09098603463842247}"
https://openalex.org/W1993193417,1,"Computational Intelligence Group, UPV/EHU, Spain.",https://ror.org/000xsnr85,"{'https://ror.org/000xsnr85': 0.5588019485462559, 'https://ror.org/01460j859': 0.2280825524852102}"
https://openalex.org/W1964344681,3,"MMC, UFJF, Juiz de Fora, Brazil",https://ror.org/04yqw9c44,"{'https://ror.org/04yqw9c44': 0.9376390963212994, 'https://ror.org/00cs91c30': 0.2133525109472993}"
https://openalex.org/W2946271048,1,"College of Computer Sciences and Engineering King Fahd University of Petroleum and Minerals (KFUPM), Dhahran, Saudi Arabia 31261",https://ror.org/03yez3163,"{'https://ror.org/03yez3163': 0.9903049207087474, 'https://ror.org/01c524129': 0.0847934889030986, 'https://ror.org/04k820v98': 0.04445811128537227}"
https://openalex.org/W2029133164,3,"AMD, Wilschdorfer Landstrasse 101, 01109 Dresden, Germany",NA,"{'https://ror.org/02e5n0e79': 0.3849046243415059, 'https://ror.org/00792x745': 0.032681470351954206}"
https://openalex.org/W2034944725,4,"Department of Computer Engineering and Maths, UNESCO Chair in Data Privacy, Universitat Rovira i Virgili, Tarragona, Catalonia",https://ror.org/00g5sqv46,"{'https://ror.org/00g5sqv46': 0.9495784180291901, 'https://ror.org/021rvrs67': 0.22959802484715483, 'https://ror.org/05s4b1t72': 0.17197521599754836, 'https://ror.org/01av3a615': 0.1555149735696856}"
https://openalex.org/W2128581839,1,"Max-Planck Institut für Biochemie, Martinsried, FRG",https://ror.org/04py35477,"{'https://ror.org/04py35477': 0.9925079075839006, 'https://ror.org/03ap2av50': 0.4849306312474618}"
https://openalex.org/W2128581839,2,"Max-Planck-Institut für BiochemieAm Klopferspitz 18, D-8033 Martinsried, FRG",https://ror.org/04py35477,"{'https://ror.org/04py35477': 0.9876471256130669, 'https://ror.org/03ap2av50': 0.4353886706790958}"
https://openalex.org/W3093448421,1,"ETRI , Daejeon , Republic of Korea",https://ror.org/03ysstz10,"{'https://ror.org/03ysstz10': 0.9353132733496369, 'https://ror.org/05btn9560': 0.03680813351954547}"
https://openalex.org/W2093298563,1,"Northern Illinois University, DeKalb,",https://ror.org/012wxa772,"{'https://ror.org/012wxa772': 0.9348116573127006, 'https://ror.org/00am1hd38': 0.14705899252270116}"
https://openalex.org/W2971450445,2,"Department of Computer and Information Sciences, NTNU, Trondheim, Norway",https://ror.org/05xg72x27,"{'https://ror.org/05xg72x27': 0.8340943109412277, 'https://ror.org/05pv30e80': 0.1380456884924464, 'https://ror.org/04fzjj956': 0.05278194803120585}"
https://openalex.org/W2203143273,2,"UPC, Barcelona, Spain.",NA,"{'https://ror.org/03mb6wj31': 0.9042967145914509, 'https://ror.org/02k5kx966': 0.5517757429496514}"
https://openalex.org/W2092578889,2,"School of Electronic Eng., Kumho Nat’l Inst. of Tech., Gumi, Kyungpook Province, Korea#TAB#",https://ror.org/05dkjfz60,"{'https://ror.org/05dkjfz60': 0.538973338935868, 'https://ror.org/04xtdqy92': 0.24971895479281772, 'https://ror.org/04n3n8t23': 0.11970681024208622}"
https://openalex.org/W1973547747,2,"Ecole Centrale de Lyon, ICJ, UMR5205, F-69134, France",https://ror.org/05s6rge65,"{'https://ror.org/05s6rge65': 0.7456410366449189, 'https://ror.org/01ekw7f87': 0.6493529339063984}"
https://openalex.org/W1985248597,1,"Dept. of Computer Science & Eng., University of Notre Dame, Notre Dame, IN",https://ror.org/00mkhxb43,{'https://ror.org/00mkhxb43': 0.981237989967685}
https://openalex.org/W3113036114,1,"Fachbereich Agrarwirtschaft und Lebensmittelwissenschaften, Hochschule Neubrandenburg, University of Applied Sciences, Neubrandenburg, Deutschland",NA,"{'https://ror.org/03b9q7371': 0.8631519374037214, 'https://ror.org/021yrfn07': 0.049760251326190066}"
https://openalex.org/W2967390195,1,"Universidade Federal de Sergipe, Aracaju, Sergipe#TAB#",https://ror.org/028ka0n85,"{'https://ror.org/028ka0n85': 0.9919468801699219, 'https://ror.org/015xjsg96': 0.2672369143922948, 'https://ror.org/02s5x7p23': 0.24172445319637773}"
https://openalex.org/W2889383876,2,"Telecommunications/ICT4D Lab, ICTP, Str. Costiera 11, 34151 Trieste, Italy.",https://ror.org/009gyvm78,"{'https://ror.org/009gyvm78': 0.7564724651133535, 'https://ror.org/03xxdgr65': 0.006642741652101882, 'https://ror.org/03cxxc369': 0.003933147940462004, 'https://ror.org/04fnnnw43': -0.04475108023275531}"
https://openalex.org/W2096919802,1,"CASALA / Netwell, DkIT, Ireland#TAB#",NA,"{'https://ror.org/01800zd49': 0.7255412315259437, 'https://ror.org/00dd2be17': 0.006072694840093353}"
https://openalex.org/W4312934817,1,"SVVV, Indore, India",NA,"{'https://ror.org/00aw48305': -0.04488711073649267, 'https://ror.org/0428dfn13': -0.045505640681112805}"
https://openalex.org/W4312934817,2,"SVIIT, SVVV, Indore, India",NA,"{'https://ror.org/00aw48305': -0.04535097110763976, 'https://ror.org/0428dfn13': -0.046066852059538}"
https://openalex.org/W2025815760,1,"Lix, École Polytechnique, Palaiseau, France",https://ror.org/04afed728,"{'https://ror.org/04afed728': 0.8310203473381214, 'https://ror.org/05hy3tk52': 0.704268266045404}"
https://openalex.org/W4220778859,5,"Formal Methods Group, IOHK, 4 Battery Road, 25-01 Bank of China Building, Singapore 049908, Singapore",https://ror.org/02mt4s337,"{'https://ror.org/0335kqk33': 0.020175418823734272, 'https://ror.org/05n5mmr26': -0.04535097110763976}"
https://openalex.org/W1534750784,2,W3C#TAB#,https://ror.org/02xwsbr93,"{'https://ror.org/0059y1582': 0.8696051495086483, 'https://ror.org/02md98x79': 0.6082665998288986}"
https://openalex.org/W19303466,1,"Tilde, Riga, Latvia",https://ror.org/03jcesj83,"{'https://ror.org/03jcesj83': 0.40786288360921547, 'https://ror.org/05xgx1b08': 0.05105860163044789, 'https://ror.org/01js8h045': -0.0019111123273294964, 'https://ror.org/0495w3f17': -0.04535097110763976}"
https://openalex.org/W2029380119,1,"UIUC, Urbana, Illinois, USA",https://ror.org/04kp3hw27,"{'https://ror.org/047426m28': 0.9494779315898915, 'https://ror.org/02jhx4860': 0.1211197039583443, 'https://ror.org/00edv6x70': 0.00866750272817817, 'https://ror.org/034twpg87': -0.04419043666864992}"
https://openalex.org/W3170429846,1,"Department of Computer Science, Faculty of Science, University of Jaffna, Jaffna, Sri Lanka",https://ror.org/02fwjgw17,"{'https://ror.org/02fwjgw17': 0.900272516022564, 'https://ror.org/05pd2z238': 0.24073744248100534}"
https://openalex.org/W4206039217,4,"Université Paris-Saclay, CNRS, CEA, Maison de la Simulation, Gif-sur-Yvette, France; Université Paris-Saclay, CNRS, LISN, Orsay, France",https://ror.org/03jv6w209,"{'https://ror.org/03xjwb503': 0.9488447150482937, 'https://ror.org/03jv6w209': 0.932900193744482, 'https://ror.org/02feahw73': 0.5963282082151403, 'https://ror.org/028rypz17': 0.26058508784283574}"
https://openalex.org/W4206039217,5,"Université Paris-Saclay, CNRS, CEA, Maison de la Simulation, Gif-sur-Yvette, France; Université Paris-Saclay, CNRS, LISN, Orsay, France",https://ror.org/03xjwb503,"{'https://ror.org/03xjwb503': 0.9488447150482937, 'https://ror.org/03jv6w209': 0.932900193744482, 'https://ror.org/02feahw73': 0.5963282082151403, 'https://ror.org/028rypz17': 0.26058508784283574}"
https://openalex.org/W575944972,1,"LMA-CNRS, Marseille",https://ror.org/02feahw73,{'https://ror.org/03787ar02': 0.39009631334419653}
https://openalex.org/W2036677939,1,"Department of Mathematics, KTH, S-100 44 Stockholm, Sweden (",https://ror.org/026vcq606,{'https://ror.org/026vcq606': 0.8088397105759975}
https://openalex.org/W2072518300,2,"LIX, UMR 7161 CNRS, Palaiseau, France#TAB#",https://ror.org/04afed728,{'https://ror.org/04afed728': 0.858669647683742}
https://openalex.org/W1485959458,1,"Department of Control Engineering, NAAU, Yantai, China 264001#TAB#",NA,"{'https://ror.org/0327f3359': 0.20361709582514864, 'https://ror.org/03p2hyg63': 0.009049613598682942, 'https://ror.org/019dkz313': -0.04530502691798439}"
https://openalex.org/W2782429534,3,"Engineering Photonics, Cranfield University, Cranfield, Bedfordshire, United Kingdom.",https://ror.org/05cncd958,"{'https://ror.org/05cncd958': 0.9151376422903872, 'https://ror.org/03kjkfb75': 0.09180501753686143, 'https://ror.org/04crag568': 0.05323038519587764}"
https://openalex.org/W3048569263,1,"Industrial Design Academic Department (DADIN), UTFPR, Curitiba, Brazil",NA,"{'https://ror.org/002v2kq79': 0.8811724949963936, 'https://ror.org/05syd6y78': 0.21892073171388185, 'https://ror.org/02znfhp50': 0.06749192755432813}"
https://openalex.org/W4210392745,1,"Common First Year Deanship, Computer Science Department, Umm Al-Qura University, Makkah 24382, Saudi Arabia",https://ror.org/01xjqrm90,{'https://ror.org/01xjqrm90': 0.8569459009106031}
https://openalex.org/W2002528432,4,"Departamento de Computação, UFOP, Campus Morro do Cruzeiro, 35400-000 Ouro Preto, MG, Brazil#TAB#",https://ror.org/056s65p46,"{'https://ror.org/056s65p46': 0.823968756869201, 'https://ror.org/04603xj85': 0.44889063451912936, 'https://ror.org/03raeyn57': 0.006213588698662721}"
https://openalex.org/W2140579839,3,"School of Engineering UABC, Mexicali, México",https://ror.org/05xwcq167,"{'https://ror.org/05xwcq167': 0.9715267519713041, 'https://ror.org/01046sm89': 0.48051046092900557, 'https://ror.org/03e36d037': 0.038799512257898294, 'https://ror.org/04mbdq019': -0.04317986377141085}"
https://openalex.org/W2015787070,1,"Electrical Communications Laboratories, N. T. T., 3-9-11 Midoricho, Musazhino-shi, Tokyo 180, Japan",NA,"{'https://ror.org/050regf97': 0.26171864283735363, 'https://ror.org/034e8et22': 0.2602813373993714, 'https://ror.org/03yvav120': 0.01508180179801136}"
https://openalex.org/W2993883465,1,"Depart. de Ciência da Computação, Universidade Federal de Lavras, Lavras, Brasil",https://ror.org/0122bmm03,{'https://ror.org/0122bmm03': 0.9652173016061203}
https://openalex.org/W3033047031,2,"DFKI, Berlin, Germany",NA,"{'https://ror.org/01ayc5b57': 0.6870568176462094, 'https://ror.org/028t9y815': 0.009766866085847491, 'https://ror.org/05nn0gw40': -0.04317986377141085}"
https://openalex.org/W2016085010,4,"Inria, LJK, Grenoble, France",https://ror.org/02kvxyf05,"{'https://ror.org/04ett5b41': 0.6966476333954154, 'https://ror.org/02kvxyf05': 0.5044408955809039}"
https://openalex.org/W2771577714,2,"CSIR, Meiring Naude Road, CSIR Campus, Building 43, Pretoria, 0001, South Africa; University of South Africa, Pretoria, 0001, South Africa",https://ror.org/05j00sr48,"{'https://ror.org/05j00sr48': 0.594088142504959, 'https://ror.org/03jh4jw93': 0.01690126562402762, 'https://ror.org/02yz5ze35': 0.01595685824616947, 'https://ror.org/0152bt112': 0.010563885258147278}"
https://openalex.org/W2771577714,3,"CSIR, Meiring Naude Road, CSIR Campus, Building 43, Pretoria, 0001, South Africa; University of South Africa, Pretoria, 0001, South Africa",https://ror.org/048cwvf49,"{'https://ror.org/05j00sr48': 0.594088142504959, 'https://ror.org/03jh4jw93': 0.01690126562402762, 'https://ror.org/02yz5ze35': 0.01595685824616947, 'https://ror.org/0152bt112': 0.010563885258147278}"
https://openalex.org/W3162244563,2,"b Department of Mathematics and Statistics, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia",https://ror.org/03yez3163,"{'https://ror.org/03yez3163': 0.9792928319796756, 'https://ror.org/01c524129': 0.083844242939608, 'https://ror.org/04k820v98': 0.04425435628384604}"
https://openalex.org/W2281170475,1,"School of Management and Law, Zurich University of Applied Sciences, Winterthur, Schweiz",https://ror.org/05pmsvm27,"{'https://ror.org/05pmsvm27': 0.9401878591200695, 'https://ror.org/02kx9qd54': 0.09733035327974218, 'https://ror.org/023kvjk64': 0.0898042863043362, 'https://ror.org/030dfzf23': 0.057573620902177984}"
https://openalex.org/W118080808,2,"LIX, INRIA Saclay - Ile de France",https://ror.org/0315e5x55,"{'https://ror.org/04afed728': 0.6460559048067368, 'https://ror.org/005hh6506': 0.12646628593225262, 'https://ror.org/02thwp314': 0.02164444736469182, 'https://ror.org/04msbx814': 0.010678313106496006}"
https://openalex.org/W2173327078,3,"CWI, Amsterdam, The Netherlands",https://ror.org/00x7ekv49,{'https://ror.org/00x7ekv49': 0.9826967025510112}
https://openalex.org/W3048248362,1,"Department of Applied Informatics, University of Ss. Cyril and Methodius in Trnava, Trnava, Slovak Republic",https://ror.org/04xdyq509,"{'https://ror.org/04xdyq509': 0.9715055709368678, 'https://ror.org/04wtfvh23': 0.142818564858982, 'https://ror.org/05nj8rv48': 0.13114703185187296, 'https://ror.org/0061w5363': 0.05288460721489673}"
https://openalex.org/W3082820604,1,"Faculty of sciences, Mohamed First University, Oujda",https://ror.org/01ejxf797,"{'https://ror.org/01ejxf797': 0.3595752170828136, 'https://ror.org/04bmqy315': 0.17329266601192997}"
https://openalex.org/W2072404679,2,"Computer Science Department, UQAC, 555 boul. Universite, Chicoutimi G7H2B1, Canada",https://ror.org/00y3hzd62,"{'https://ror.org/00y3hzd62': 0.6066197577953668, 'https://ror.org/002rjbv21': 0.013071655188150996, 'https://ror.org/02mqrrm75': 0.01168985808512015, 'https://ror.org/049jtt335': 0.01168985808512015}"
https://openalex.org/W2011857454,1,"NJIT, Newark, NJ",https://ror.org/05e74xb87,"{'https://ror.org/05e74xb87': 0.9829331815126224, 'https://ror.org/0055gxg92': 0.10810746086113537}"
https://openalex.org/W2011857454,2,"NTUA, Athens, GR",NA,"{'https://ror.org/03cx6bg69': 0.9571898356573668, 'https://ror.org/02c9ets03': 0.00913736337896583, 'https://ror.org/045z19p32': 0.00913736337896583}"
https://openalex.org/W2036029516,1,"University of Lorraine, CRAN, UMR 7039, 2 rue Jean Lamour, 54519 Vandœuvre-les-Nancy, France; CNRS, CRAN, UMR 7039, France",https://ror.org/05k1smh27,"{'https://ror.org/04vfs2w97': 0.9760730503237228, 'https://ror.org/02feahw73': 0.6200495243212445, 'https://ror.org/022r5hc56': 0.5524619255996389, 'https://ror.org/04rvw8791': 0.2793619452578224}"
https://openalex.org/W3097473822,6,"IOHK, Ottawa, Canada",NA,{'https://ror.org/05qer3y84': -0.044072085162854074}
https://openalex.org/W2169257305,2,"KMD A/S, Aalborg East, Denmark#TAB#",https://ror.org/04m5j1k67,"{'https://ror.org/01pk3tm20': 0.46958390575973574, 'https://ror.org/046gbzb64': 0.17471438830983055, 'https://ror.org/003pdcw24': 0.08823549260893271, 'https://ror.org/00g934978': 0.077775426042026}"
https://openalex.org/W3113764227,1,"Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka.",https://ror.org/0491f5305,{'https://ror.org/0491f5305': 0.9102724902965326}
https://openalex.org/W2623736245,1,"Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka.",https://ror.org/0491f5305,{'https://ror.org/0491f5305': 0.9102724902965326}
https://openalex.org/W2524221311,1,"Korea Railroad Research Institute, Uiwang 437-757, Republic of Korea",https://ror.org/04gzcxt97,{'https://ror.org/04gzcxt97': 1.0120573978300973}
https://openalex.org/W3094034126,1,"Al-Abediah Campus, Umm Al-Qura Univeristy, Taif Rd., Makkah 21955, Saudi Arabia.",https://ror.org/01xjqrm90,{'https://ror.org/01xjqrm90': 0.6504342077371634}
https://openalex.org/W1973984333,2,"Dept. of Telematics, NTNU, Trondheim, Norway",https://ror.org/05xg72x27,"{'https://ror.org/05xg72x27': 0.9619921085918257, 'https://ror.org/05pv30e80': 0.1452744642972233, 'https://ror.org/04fzjj956': 0.06006535046280868}"
https://openalex.org/W2153034526,1,"Langen, Deutschland",https://ror.org/04a7kqd39,"{'https://ror.org/0030f2a11': 0.456887609560164, 'https://ror.org/04a7kqd39': 0.26434484638100647, 'https://ror.org/04sz0rs34': -0.03848754201179081}"
https://openalex.org/W2153034526,2,"Worms, Deutschland",https://ror.org/031ph8d53,"{'https://ror.org/031ph8d53': 0.4918755048372316, 'https://ror.org/02mxhgm70': 0.3873835295108669}"
https://openalex.org/W1491392792,2,"Department of Computer Science and Engineering, King Khalid University, Abha, Saudi Arabia.",https://ror.org/052kwzs30,{'https://ror.org/052kwzs30': 0.9275821953743014}
