oa_id,oa_count,affiliation_string,ror_id
https://openalex.org/W2959235113,2,"BLDEA’s V. P. Dr. P. G. Halakatti College of Engineering and Technology, Vijayapur, India",NA
https://openalex.org/W2077750298,1,"Leibniz-Institut für Arbeitsforschung an der TU Dortmund (Leibniz Research Centre for Working Environment and Human Factors), Dortmund, Germany.",https://ror.org/05cj29x94
https://openalex.org/W2077750298,2,"Fachhochschule Münster, Fachbereich Physikalische Technik, Steinfurt, Germany",https://ror.org/00pv45a02
https://openalex.org/W3046387864,1,"JJT University, Jhunjhunu, India",https://ror.org/03gs0q910
https://openalex.org/W3046387864,2,"SIES College of Commerce & Economics, Mumbai, India",NA
https://openalex.org/W3046387864,3,"University of Mumbai, Mumbai, India",https://ror.org/032hdk172
https://openalex.org/W3089347726,1,"NTT Secure Platform Laboratories, Tokyo, Japan",NA
https://openalex.org/W2792141572,1,"UNIVERSIDAD DE ANTIOQUIA, COLOMBIA",https://ror.org/03bp5hc83
https://openalex.org/W2792141572,2,"Universitat Politècnica de Catalunya,  Spain",https://ror.org/03mb6wj31
https://openalex.org/W2795070822,1,"Dublin City University and Lero - Irish Software Research Organisation, Ireland",https://ror.org/04a1a1e81
https://openalex.org/W1994681416,1,Trinity Institute of Technology and Research,NA
https://openalex.org/W2804580543,1,University of Cyprus,https://ror.org/02qjrjx09
https://openalex.org/W2057094384,1," Department of Economics, University of Rochester, Harkness Hall, 14627-0156 Rochester, NY, USA, , US",https://ror.org/022kthw22
https://openalex.org/W2057094384,2," Department of Economics, İstanbul Bilgi University, İnönü Caddesi, No: 28 Kustepe, 80310 Sisli, İstanbul, Turkey (e-mail: sanver@bilgi.edu.tr), , TR",https://ror.org/04pm4x478
https://openalex.org/W2091245305,1,"Superconductivity Research Laboratory, International Superconductivity Technology Center",https://ror.org/04048e026
https://openalex.org/W2536724059,1,"Y Combinator Research, USA",NA
https://openalex.org/W2536724059,2,"HPI, Germany",NA
https://openalex.org/W2536724059,3,"[NOKIA, Finland]",https://ror.org/04pkc8m17
https://openalex.org/W2536724059,4,Tampere University of Technology - Finland,https://ror.org/00bwtjf83
https://openalex.org/W2018074140,1,University of Iowa,https://ror.org/036jqmy94
https://openalex.org/W1587096427,1,"Institute for High Performance Computing and Networking, National Research Council of Italy, CNR-ICAR, Rende (CS), Italy",https://ror.org/04r5fge26
https://openalex.org/W1587096427,2,"Institute for High Performance Computing and Networking, National Research Council of Italy, CNR-ICAR, Rende, CS, Italy and DEIS, Universitá della Calabria, Rende, CS, Italy#TAB#",https://ror.org/04r5fge26
https://openalex.org/W1587096427,3,"Department of Computer Science, Radboud University, Nijmegen, The Netherlands.",https://ror.org/016xsfp80
https://openalex.org/W4245717642,1,"Department of Biostatistics and Epidemiology, School of Health, Isfahan University of Medical Sciences, Isfahan, Iran",https://ror.org/04waqzz56
https://openalex.org/W4245717642,2,"Department of Medicine, University of Alberta, Edmonton, AB, Canada; Integrative Functional Gastroenterology Research Center, Isfahan University of Medical Sciences, Isfahan, Iran",https://ror.org/0160cpw27
https://openalex.org/W4245717642,3,"Department of Medicine, University of Alberta, Edmonton, AB, Canada; Integrative Functional Gastroenterology Research Center, Isfahan University of Medical Sciences, Isfahan, Iran",https://ror.org/04waqzz56
https://openalex.org/W4245717642,4,"Cardiac Rehabilitation Research Center, Cardiovascular Research Institute, Isfahan University of Medical Sciences, Isfahan, Iran",https://ror.org/04waqzz56
https://openalex.org/W4245717642,5,"Psychosomatic Research Center, Isfahan University of Medical Sciences, Isfahan, Iran",https://ror.org/04waqzz56
https://openalex.org/W4245717642,6,"Integrative Functional Gastroenterology Research Center, Isfahan University of Medical Sciences, Isfahan, Iran",https://ror.org/04waqzz56
https://openalex.org/W2129985369,1,"Fraunhofer IGD, Darmstadt, Germany",https://ror.org/04gmsar03
https://openalex.org/W2129985369,2,"Technische Universität Darmstadt, Darmstadt, Germany",https://ror.org/05n911h24
https://openalex.org/W2141486702,1,"IRISA, Rennes, France",https://ror.org/00myn0z94
https://openalex.org/W2015691190,1,"Institute of Information Science, Beijing JiaoTong University, Beijing 100044, PR China",https://ror.org/01yj56c84
https://openalex.org/W2753739231,1,Hasso-Plattner-Institute#TAB#,https://ror.org/058rn5r42
https://openalex.org/W2753739231,2,University of Trento,https://ror.org/05trd4x28
https://openalex.org/W2753739231,3,Paris Descartes University,https://ror.org/02e0y6e06
https://openalex.org/W3102837212,1,"University of the West of England, Bristol, , United Kingdom",https://ror.org/02nwg5t34
https://openalex.org/W2164011924,1,"DLR Institute of Robotics and Mechatronics, Wessling, Germany 82234#TAB#",NA
https://openalex.org/W2971805703,1,"German Research Center for AI, Intelligent Networks Research Group, Kaiserslautern, Germany",NA
https://openalex.org/W2971805703,2,"University of Kaiserslautern, Department of Computer Science, Kaiserslautern, Germany#TAB#",https://ror.org/04zrf7b53
https://openalex.org/W2762330646,1,"College of Science, Qilu University Of Technology, Jinan 250353, China",https://ror.org/04hyzq608
https://openalex.org/W2762330646,2,"School of Mathematics and Statistics,  Shandong Normal University, Jinan 250014,  China",https://ror.org/01wy3h363
https://openalex.org/W1980956066,1,"Key Laboratory of Mathematics Mechanization, AMSS, Beijing, China and INRIA, Paris-Rocquencourt, Le Chesnay, France#TAB#",https://ror.org/02kvxyf05
https://openalex.org/W1982144275,1,"Faculty of Mathematics and Computer Science, University of Łódź, Banacha 22, 90-238 Łódź, Poland#TAB#",https://ror.org/05cq64r17
https://openalex.org/W1982144275,2,"Department of Mathematics, Banaras Hindu University, Varanasi-221005, India.",https://ror.org/04cdn2797
https://openalex.org/W1995501249,1,"Greek Research & Technology Network, Athens, Greece 115 27#TAB#",https://ror.org/05tcasm11
https://openalex.org/W2277270587,1,"Department of Mathematical Science, Faculty of Science, UniversitiTeknologi Malaysia, Skudai, Malaysia",https://ror.org/026w31v75
https://openalex.org/W2277270587,2,"Centre for Sustainable Nanomaterials, IbnuSina Institute for Scientific, and Industrial Research, UniversitiTeknologi Malaysia, Skudai, Malaysia",NA
https://openalex.org/W2533195441,1,Mercy Corps,https://ror.org/04a8xgx67
https://openalex.org/W1994163828,1,Oxford University Oxford  United Kingdom,https://ror.org/052gg0110
https://openalex.org/W1994163828,2,"Universidad Catolica De Chile, Facultad de Comunicaciones, Chile",https://ror.org/04teye511
https://openalex.org/W1994163828,3,"Universidad Catòlica de Chile, Santiago, Chile",https://ror.org/04teye511
https://openalex.org/W1994163828,4,"Norwegian University of Science and Technology Trondheim, Norway#TAB#",https://ror.org/05xg72x27
https://openalex.org/W1994163828,5,"Eurecat, Barcelona, Spain",NA
https://openalex.org/W1994163828,6,"Telefonica Chile, Santiago, Chile#TAB#",NA
https://openalex.org/W2078306367,1,"University of Mannheim, Praktische Informatik IV, D-68131 Mannheim, Germany",https://ror.org/031bsb921
https://openalex.org/W2040238655,1,"Department of Computer Science, Technion-Israel Institute of Technology, Haifa, 32000, Israelf1E-mail: shai@cs.technion.ac.ilf1#TAB#",https://ror.org/03qryx823
https://openalex.org/W2040238655,2,Department of Mathematics; London School of Economics; Houghton Street London WC2A 2AE United Kingdom,https://ror.org/0090zs177
https://openalex.org/W2963926475,1,"School of Information Science and Engineering, Central South University , Changsha , People's Republic of China",https://ror.org/00f1zfq44
https://openalex.org/W2077768772,1,"Dept. of Electr. Eng., Texas Univ., Arlington, TX, USA",https://ror.org/019kgqr73
https://openalex.org/W4205761394,1,"Tallinn University of Technology, Tallinn, Estonia",https://ror.org/0443cwa12
https://openalex.org/W2001616380,1,"Department of Computer Science , University of Pittsburgh , Pittsburgh, PA, 15260, U.S.A. Phone: +1 (412) 624 8836 Fax: +1 (412) 624 8836 E-mail: yjchen,mosse,chang@cs.pitt.edu.",https://ror.org/01an3r305
https://openalex.org/W1967914794,1,Energie Steiermark AG,NA
https://openalex.org/W2007509694,1,"School of Computer Science and Technology, Tianjin University, Tianjin, China and Department of Mathematics and Computer Science, Hengshui University, Hengshui, China#TAB#",https://ror.org/03xvjtz09
https://openalex.org/W2007509694,2,"School of Computer Science and Technology, Tianjin University, Tianjin, China and Tianjin Key Laboratory of Cognitive Computing and Application, Tianjin University, Tianjin, China#TAB#",https://ror.org/012tb2g32
https://openalex.org/W2007509694,3,School of Computer Science and Software Engineering Shenzhen University Shenzhen China,https://ror.org/01vy4gh70
https://openalex.org/W2286222259,1,"Network Security Research Team, Electronics and Telecommunications Research Institute, Daejeon, Korea",https://ror.org/03ysstz10
https://openalex.org/W2286222259,2,"Department of Computer Science and Engineering and Department of Interdisciplinary Bio IT Materials, SeoulTech, Seoul, Korea#TAB#",NA
https://openalex.org/W2286222259,3,"Dept. of Multimedia Engineering, Dongguk University, Seoul, Korea",https://ror.org/057q6n778
https://openalex.org/W4225121001,1,"FÖRA Forest Technologies SLL, Campus Duques de Soria s/n, 42004 Soria, Spain; Biodiversity-LaboraTe-IBADER, Departamento de Enxeñaría Agroforestal, Universidade de Santiago de Compostela, 27001 Lugo, Spain",NA
https://openalex.org/W4225121001,2,"FÖRA Forest Technologies SLL, Campus Duques de Soria s/n, 42004 Soria, Spain; Biodiversity-LaboraTe-IBADER, Departamento de Enxeñaría Agroforestal, Universidade de Santiago de Compostela, 27001 Lugo, Spain",https://ror.org/030eybx10
https://openalex.org/W4225121001,3,"Division for Forest Management and Forestry Economics, Croatian Forest Research Institute, Trnjanska Cesta 35, HR-10000 Zagreb, Croatia",NA
https://openalex.org/W4225121001,4,"FÖRA Forest Technologies SLL, Campus Duques de Soria s/n, 42004 Soria, Spain; Sustainable Forest Management Research Institute, University of Valladolid-INIA, Campus Duques de Soria s/n, 42004 Soria, Spain",NA
https://openalex.org/W4225121001,5,"Biodiversity-LaboraTe-IBADER, Departamento de Enxeñaría Agroforestal, Universidade de Santiago de Compostela, 27001 Lugo, Spain; Departamento de Tecnología Minera, Topografía y de Estructuras, Universidad de León, Av. de Astorga s/n, 24401 Ponferrada, Spain",https://ror.org/030eybx10
https://openalex.org/W4225121001,6,"Biodiversity-LaboraTe-IBADER, Departamento de Enxeñaría Agroforestal, Universidade de Santiago de Compostela, 27001 Lugo, Spain; Departamento de Tecnología Minera, Topografía y de Estructuras, Universidad de León, Av. de Astorga s/n, 24401 Ponferrada, Spain",https://ror.org/02tzt0b78
https://openalex.org/W2072120571,1,", Hanyang University",https://ror.org/046865y68
https://openalex.org/W2072120571,2,Republic of Korea Air Force,https://ror.org/03zjevq63
https://openalex.org/W2072120571,3,Kap Woo Precision Co.,NA
https://openalex.org/W2086433170,1,"Graduate School of Health Sciences, Tokushima University, Tokushima, Japan 770-8509#TAB#",https://ror.org/044vy1d05
https://openalex.org/W2586071573,1,"SungKyunKwan University, Republic of Korea",https://ror.org/04q78tk20
https://openalex.org/W3111353424,1,"Advanced Innovation Center for Human Brain Protection Capital Medical University Beijing 100054 China and Beijing University of Posts and Telecommunications, China",https://ror.org/04w9fbh59
https://openalex.org/W3111353424,2,"Advanced Innovation Center for Human Brain Protection Capital Medical University Beijing 100054 China and National Engineering Laboratory for Public Safety Risk Perception and Control by Big Data (NEL-PSRPC), China",NA
https://openalex.org/W3111353424,3,"Beijing University of Posts and Telecommunications Beijing 100876 China, China",https://ror.org/04w9fbh59
https://openalex.org/W4224302343,1,"Department of Computer Engineering, College of Computers and Information Technology, Taif University, Taif, Saudi Arabia",https://ror.org/014g1a453
https://openalex.org/W2160395634,1,"Jodrey School of Computer Science, Acadia University, Wolfville, Nova Scotia, Canada, B4P 2R6#TAB#",https://ror.org/00839we02
https://openalex.org/W4206600921,1,China Medical University,NA
https://openalex.org/W2588045601,1,"[University of Stuttgart, Stuttgart, Germany]",https://ror.org/04vnq7t77
https://openalex.org/W3199178887,1,"University of Cassino and Southern Lazio, Cassino, Italy",https://ror.org/04nxkaq16
https://openalex.org/W3199178887,2,"CNR, Italian National Research Council, Rome, Italy",https://ror.org/04zaypm56
https://openalex.org/W3174687993,1,"University of Padova, Padova, (Italy)",https://ror.org/00240q980
https://openalex.org/W2091149107,1,"Department of Applied Mathematics , University of the Witwatersrand , Johannesburg , 2001 , South Africa",https://ror.org/03rp50x72
https://openalex.org/W2107008511,1,Carnegie Mellon University,https://ror.org/05x2bcf33
https://openalex.org/W75636892,1,"North Carolina State University ,",https://ror.org/04tj63d06
https://openalex.org/W75636892,2,"Adelphi Research Center, U.S. Army Research Laboratory",https://ror.org/011hc8f90
https://openalex.org/W2058731867,1,"Department of Industrial Engineering and Management, , Indian Institute of Technology , Kharagpur, 721 302, India",https://ror.org/03w5sq511
https://openalex.org/W2058731867,2,"Operations Research and Industrial Engineering, Department of Mechanical Engineering, University of Texas at Austin, Austin, TX 78705, USA",https://ror.org/00hj54h04
https://openalex.org/W2058731867,3,"Decision Sciences and MIS, John Molson School of Business, Concordia University, West Montreal, Quebec, Canada",https://ror.org/0420zvk78
https://openalex.org/W2034809183,1,"IBM Thomas J. Watson Research Center, Hawthorne, New York#TAB#",https://ror.org/0265w5591
https://openalex.org/W1992654633,1,"Center for Cell and Virus Theory, Department of Chemistry, Indiana University, Bloomington, Indiana 47405, USA",https://ror.org/01kg8sb98
https://openalex.org/W1992654633,2,"Center for Cell and Virus Theory, Department of Chemistry, Indiana University, Bloomington, Indiana 47405, United#R#States",https://ror.org/01kg8sb98
https://openalex.org/W3212716891,1,"School of Artificial Intelligence and Computer Science, Jiangnan University, Wuxi Jiangsu 214122, China",https://ror.org/04mkzax54
https://openalex.org/W2140093108,1,"‡University of Michigan, Ann Arbor, MI, USA",https://ror.org/00jmfr291
https://openalex.org/W2793976436,1,"Dipartimento di Scienze Teoriche e Applicate, Università degli Studi dell’Insubria, via G. Mazzini 5, Varese 21100, Italy",https://ror.org/00s409261
https://openalex.org/W2793976436,2,"U-Hopper, via R. da Sanseverino 95, Trento 38121, Italy",NA
https://openalex.org/W4220909573,1,Fuyang Normal University,https://ror.org/048kh7197
https://openalex.org/W2019802858,1,"Management and Organization, Emeritus Foster School of Business, University of Washington, Box 353226, Seattle, WA 98195-3226, United States and William Barclay Harding Professor of Business Admin ...#TAB#",NA
https://openalex.org/W1017731487,1,University of Leipzig,NA
https://openalex.org/W1969796692,1,"Audio Signal Processing Lab, Computer Engineering Department, Iran University of Science and Technology",https://ror.org/01jw2p796
https://openalex.org/W1969796692,2,"Audio Signal Processing Lab, Computer Engineering Department, Iran University of Science and Technology; Computer Engineering Department, Faculty of Engineering, University of Guilan, Rasht, Iran",https://ror.org/01jw2p796
https://openalex.org/W1969796692,3,"Audio Signal Processing Lab, Computer Engineering Department, Iran University of Science and Technology; Computer Engineering Department, Faculty of Engineering, University of Guilan, Rasht, Iran",https://ror.org/01bdr6121
https://openalex.org/W2157921594,1,"Centre for Mathematical Sciences, Lund University , Lund, Sweden",https://ror.org/012a77v79
https://openalex.org/W2080775406,1,"IBM Research, Cambridge MA",https://ror.org/05hh8d621
https://openalex.org/W2013471292,1,"Department of Transport Science, Royal Institute of Technology KTH, Teknikringen 10A, Stockholm 100 44, Sweden",https://ror.org/026vcq606
https://openalex.org/W4294699649,1,Informatics Center Federal University of Pernambuco  Recife Brazil,https://ror.org/047908t24
https://openalex.org/W4294699649,2,Computer Science Department University of Oviedo  Oviedo Spain,https://ror.org/006gksa02
https://openalex.org/W4294699649,3,"LIFIA, Fac. de Informática Univ. Nac. de La Plata and CONICET  La Plata Argentina",https://ror.org/03cqe8w59
https://openalex.org/W1532535641,1,University of Leeds,https://ror.org/024mrxd33
https://openalex.org/W1985441483,1,"IBM Research Lab Dublin, Dublin, Ireland",https://ror.org/04jnxr720
https://openalex.org/W1985441483,2," DePaul University, Chicago, IL, USA",https://ror.org/04xtx5t16
https://openalex.org/W1985441483,3,"University of Pittsburgh, Pittsburgh, Pa. USA",https://ror.org/01an3r305
https://openalex.org/W1985441483,4," Univ. of Washington, Seattle, WA, USA",https://ror.org/00cvxb145
https://openalex.org/W1985441483,5,"‡University of Michigan, Ann Arbor, MI, USA",https://ror.org/00jmfr291
https://openalex.org/W1985441483,6,"Microsoft Research, SEATTLE, WA, USA",https://ror.org/00d0nc645
https://openalex.org/W1985441483,7,"Yahoo Labs Barcelona, Barcelona, Spain#TAB#",NA
https://openalex.org/W1985441483,8,"[Facebook Research, Menlo Park, CA, USA]",https://ror.org/01zbnvs85
https://openalex.org/W1985441483,9,"Indiana University Indianapolis, Indianapolis, IN, USA#TAB#",https://ror.org/05gxnyn08
https://openalex.org/W1592832716,1,"Multimedia Systems Laboratory, Volga State University of Technology, Yoshkar-Ola, Russia",https://ror.org/03ys49e51
https://openalex.org/W1592832716,2,"(Program for Learning with ICT, Norwegian University of Science and Technology, Trondheim, Norway)",https://ror.org/05xg72x27
https://openalex.org/W1988182345,1,Southeastern Massachussetts University,https://ror.org/01b25wz12
https://openalex.org/W4281662534,1,"Department of Psychology, George Mason University, Fairfax, VA, USA",https://ror.org/02jqj7156
https://openalex.org/W2084700649,1,"Helsinki University of Technology, Institute of Mathematics, PO Box 1100,#N#FIN?02015 HUT, Finland",NA
https://openalex.org/W2036341832,1,"New Mexico State Univ., Las Cruces NM",https://ror.org/00hpz7z43
https://openalex.org/W2944423336,1," McGill University Montreal, Canada,",https://ror.org/01pxwe438
https://openalex.org/W2944423336,2,"Technische Universitãt München Munich, Germany#TAB#",https://ror.org/02kkvpp62
https://openalex.org/W402668097,1,University of Angers,https://ror.org/04yrqp957
https://openalex.org/W1547548873,1,"Campus Côte de Nacre, GREYC, Université de Caen Basse-Normandie, Caen Cedex, France#TAB#",https://ror.org/051kpcy16
https://openalex.org/W2913168850,1,"School of Biomedical Engineering & Imaging Sciences, King’s College London London UK",https://ror.org/0220mzb33
https://openalex.org/W4311082236,1,"NTT Communication Science Laboratories, Kyoto, Japan",NA
https://openalex.org/W2023322128,1,University of Oviedo-Spain,https://ror.org/006gksa02
https://openalex.org/W2023322128,2,"Carlos III University of Madrid, Spain",https://ror.org/03ths8210
https://openalex.org/W2578588356,1,Nagoya university;,https://ror.org/04chrp450
https://openalex.org/W2578588356,2, National Agriculture and Food Research Organization,https://ror.org/023v4bd62
https://openalex.org/W3032809184,1,"Departamento de Computaçao, Universidade Federal do Ceará, Fortaleza, Brazil",https://ror.org/03srtnf24
https://openalex.org/W3032809184,2,"Dipartimento di Sistemi, Informatica, Applicazioni, Università degli Studi di Firenze, Florence, Italy",https://ror.org/04jr1s763
https://openalex.org/W3032809184,3,"Departamento de Matemática, Universidade Federal do Ceara, Fortaleza, Brazil",https://ror.org/03srtnf24
https://openalex.org/W2967671736,1,"College of Information Science and Engineering, Ocean University of China, 238 Songling Road, Qingdao, China1 1Since 1924.2 2www.ouc.edu.cn.",https://ror.org/04rdtx186
https://openalex.org/W3178656053,1,Ruhr Universität Bochum; Bochum Germany,https://ror.org/04tsk2644
https://openalex.org/W3095770613,1,"Dipartimento di Statistica, Informatica, Applicazioni (DiSIA) “G. Parenti”, Università di Firenze, Florence, Italy",https://ror.org/04jr1s763
https://openalex.org/W3092038364,1,"School of Engineering and Computer Science, Hebrew University, Jerusalem, Israel.",https://ror.org/03qxff017
https://openalex.org/W1999091954,1,"Department of Biology and Center for Computational Science, University of Miami, Coral Gables, USA",https://ror.org/02dgjyy92
https://openalex.org/W1999091954,2,"Bioinformatics Research Group (BioRG), School of Computing and Information Sciences, Florida International University, Miami, USA",https://ror.org/02gz6gg07
https://openalex.org/W1979962879,1,"CNRS UMR 128, École Normale Supérieure de Lyon, 46, allée d'Italie, 69364, Lyon, France",https://ror.org/04zmssz18
https://openalex.org/W1533565938,1,The University of Arizona,https://ror.org/03m2x1q45
https://openalex.org/W1533565938,2,#N#               * University of Pennsylvania.,https://ror.org/00b30xv10
https://openalex.org/W2966401521,1,"Maritime University of Szczecin, Szczecin,Poland",https://ror.org/02sj9tq04
https://openalex.org/W2507079502,1,"Faculty of Mathematics and Computer Science, University of Lodz, Lodz, Poland",https://ror.org/05cq64r17
https://openalex.org/W2507079502,2,University of Lodz,https://ror.org/02t4ekc95
https://openalex.org/W2102234847,1,"Departament de Genètica, Facultat de Biologia, Universitat de Barcelona, Diagonal 645, 08071, Barcelona, Spain.",https://ror.org/021018s57
https://openalex.org/W1717383826,1,Santa Clara Univ.#TAB#,https://ror.org/03ypqe447
https://openalex.org/W2809731180,1,"Utrecht Institute of Linguistics UiL‐OTS, Department of Languages, Literature and Culture, Faculty of Humanities Utrecht University The Netherlands",NA
https://openalex.org/W2151044770,1,"School of Information Studies, McGill University, Canada,#TAB#",https://ror.org/01pxwe438
https://openalex.org/W2907246124,1,"Univ Rennes, CNRS, IRISA, Rennes, France",https://ror.org/015m7wh34
https://openalex.org/W2907246124,2,"University Clermont Auvergne, LIMOS, Clermont-Ferrand, France",https://ror.org/01a8ajp46
https://openalex.org/W2907246124,3,"Friedrich-Alexander University Erlangen-Nürnberg, Erlangen, Germany",https://ror.org/00f7hpc57
https://openalex.org/W182856025,1,GGSIP University,https://ror.org/034q1za58
https://openalex.org/W182856025,2,"Delhi University ,",https://ror.org/04gzb2213
https://openalex.org/W2978425934,1,"Sch. of Autom., Wuhan Univ. Of Technol., Wuhan, China",https://ror.org/03fe7t173
https://openalex.org/W2978425934,2,"College of computer science, South-central University for Nationalities, Wuhan, China",https://ror.org/03d7sax13
https://openalex.org/W2978425934,3,"College of Engineering and Technology, University of Derby, Derby, UK.",https://ror.org/02yhrrk59
https://openalex.org/W2978425934,4,"School of Electrical and Electronic Engineering, Nanyang Technological university,Singapore",https://ror.org/02e7b5302
https://openalex.org/W2519130476,1,"LAMAI, FSTG, Université Cadi-Ayyad, Marrakech, Maroc#TAB#",https://ror.org/04xf6nm78
https://openalex.org/W2519130476,2,"Ecole des Ponts ParisTech (ENPC), France#TAB#",https://ror.org/02nwvxz07
https://openalex.org/W2519130476,3,"CReSTIC, Université de Reims Champage-Ardenne, France",https://ror.org/03hypw319
https://openalex.org/W2519130476,4,"LMR EA 4535 and ARC-Mathématiques CNRS 3399, Université de Reims Champagne-Ardenne, France#TAB#",https://ror.org/03hypw319
https://openalex.org/W3011943,1,"IRISA, Rennes Cedex#TAB#",https://ror.org/00myn0z94
https://openalex.org/W3122432926,1,"Department of Management Systems, The Business School, University of Hertfordshire, College Lane, Hatfield AL10 9AB, United Kingdom",https://ror.org/0267vjk41
https://openalex.org/W3217194301,1,"University of Alberta, Edmonton, AB, Canada.",https://ror.org/0160cpw27
https://openalex.org/W3216050790,1,"Industrial Engineering, University of Houston, Houston, Texas 77204",https://ror.org/048sx0r50
https://openalex.org/W2765768797,1,"Nanjing university of Aeronautics, & Astronautics",https://ror.org/01scyh794
https://openalex.org/W199912135,1,"Department of Electrical Engineering & Computer Science York University, Toronto, Canada",https://ror.org/05fq50484
https://openalex.org/W199912135,2,"Dept. of Comput. Sci., Univ. of Oxford, Oxford, , UK",https://ror.org/052gg0110
https://openalex.org/W3082883691,1,"Faculty of New Sciences and Technologies, University of Tehran Tehran, Iran",https://ror.org/05vf56z40
https://openalex.org/W2800094831,1,"VIT University,Vellore,India",https://ror.org/00qzypv28
https://openalex.org/W2800094831,2,"Hindusthan Institute of Technology, Coimbatore, India",NA
https://openalex.org/W2800094831,3,"Sri Ramanujar Engineering College, Chennai, India",NA
https://openalex.org/W2138805147,1,"Department of Mathematics, São Paulo State University, Guaratinguetá, Brazil#TAB#",https://ror.org/00987cb86
https://openalex.org/W2138805147,2,"Laboratory of Computing and Applied Mathematics, National Institute for Space Research, São José dos Campos, Brazil.",https://ror.org/04xbn6x09
