oa_id,oa_count,affiliation_string,ror_id,s2aff_prediction
https://openalex.org/W1197097167,2,"Bauman Moscow State Technical University, 5 Second Baumanskaya Street, Moscow 105005, Russia; Institute for Problems in Mechanics, Russian Academy of Sciences, 101 Vernadsky Avenue, bldg 1, Moscow 119526, Russia; National Research Nuclear University MEPhI, 31 Kashirskoe Shosse, Moscow 115409, Russia",https://ror.org/00nj22y86,"{'https://ror.org/00pb8h375': 0.9164955390094008, 'https://ror.org/04w8z7f34': 0.7513053526685614, 'https://ror.org/05qrfxd25': 0.7095616949159669, 'https://ror.org/00nj22y86': 0.7040277486716877, 'https://ror.org/00se1zw92': 0.28107471658725197}"
https://openalex.org/W1523628030,1,"Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas, Tamaulipas, México CP. 87276#TAB#",https://ror.org/009eqmr18,"{'https://ror.org/031f8kt38': 0.07112899959589863, 'https://ror.org/03rzb4f20': 0.07112899959589863, 'https://ror.org/0079gpv38': 0.07060168737531429, 'https://ror.org/009eqmr18': 0.06650994191265698, 'https://ror.org/029md1766': 0.060140661413727634}"
https://openalex.org/W2123520082,1,"Accenture, System Integration & Technology, The Netherlands",https://ror.org/041r3e346,"{'https://ror.org/00hmyb194': 0.035619912188094016, 'https://ror.org/04qw24q55': 0.029721496318675225, 'https://ror.org/04wcc2q98': 0.021535763857009664, 'https://ror.org/041r3e346': 0.021535763857009664, 'https://ror.org/05h202h75': 0.021458264717176836}"
https://openalex.org/W2596777772,1,"Møreforsking Molde AS, Molde, Norway",https://ror.org/02w4kss89,"{'https://ror.org/00kxjcd28': 0.2225775822163514, 'https://ror.org/00k5vcj72': 0.182903624143267, 'https://ror.org/05rkb4k51': 0.18056347405258577, 'https://ror.org/00kmb9t52': 0.15355398683612942, 'https://ror.org/02w4kss89': 0.05013945374389513}"
https://openalex.org/W2092033774,1,Northeastern University; University of Science & Technology Liaoning,https://ror.org/02ahky613,"{'https://ror.org/03grx7119': 0.8959070194438143, 'https://ror.org/03awzbc87': 0.5125422759741588, 'https://ror.org/04t5xt781': 0.5054593322323899, 'https://ror.org/02ahky613': 0.4695823538394709, 'https://ror.org/05bj7sh33': 0.4586553173325943}"
https://openalex.org/W2108831688,1,"Institute of Mathematics and Informatics, Vilnius, Lithuania#TAB#",https://ror.org/04hrrh248,"{'https://ror.org/01b5dy719': 0.6028060422124012, 'https://ror.org/04q3mp532': 0.43095717684984913, 'https://ror.org/00vsg3p53': 0.34944517267352126, 'https://ror.org/04hrrh248': 0.34944517267352126, 'https://ror.org/04jr71r83': 0.3319270695640352}"
https://openalex.org/W4200244885,1,"Univeristy of Eastern Finland, Finland",https://ror.org/014rks409,"{'https://ror.org/00cyydd11': 0.713495334096692, 'https://ror.org/01zcq6z67': 0.32498566957441233, 'https://ror.org/051v6v138': 0.09870659282693908, 'https://ror.org/012cahw96': 0.041626267926814314, 'https://ror.org/014rks409': 0.0208724533564982}"
https://openalex.org/W1972737398,3,Agency of Science Technology and Research,https://ror.org/00097mb19,"{'https://ror.org/036wvzt09': 0.9251960565071916, 'https://ror.org/00nqjr204': 0.44891674601495907, 'https://ror.org/03bzf1g85': 0.18895063172643967, 'https://ror.org/00097mb19': 0.16057309438396591, 'https://ror.org/04c4dkn09': 0.14753815224330652}"
https://openalex.org/W2073048290,1,"University of North Carolina, Chapel Hill.",https://ror.org/0130frc33,"{'https://ror.org/0355zfr67': 0.9397865798799051, 'https://ror.org/00qz24g20': 0.9397865798799051, 'https://ror.org/0566a8c54': 0.8941572498859313, 'https://ror.org/0130frc33': 0.8514982637384089, 'https://ror.org/041xs8a23': 0.6157285144841121}"
https://openalex.org/W66444079,2,"KDDI R&D Laboratories, Inc., Saitama, Japan",https://ror.org/05qsqt662,"{'https://ror.org/02zme4e72': 0.04252850594437155, 'https://ror.org/04ar6mt14': 0.04001555344845438, 'https://ror.org/0514nj725': 0.027400822602536686, 'https://ror.org/01skwyh03': 0.021088444795080548, 'https://ror.org/05qsqt662': 0.021079676203920015}"
https://openalex.org/W2115003574,5,"Department of Computer Science, Duke University, NC, USA; Department of Electrical and Computer Engineering, Aristotle University, Greece",https://ror.org/02j61yw88,"{'https://ror.org/00py81415': 0.5334711061267481, 'https://ror.org/038jp4m40': 0.24463050266414155, 'https://ror.org/050ept838': 0.1629625633402728, 'https://ror.org/02j61yw88': 0.14724587487359855, 'https://ror.org/02tf48g55': 0.11893996586914653}"
https://openalex.org/W1492456155,3,"Department of Psychiatry and Behavioral Sciences, Duke University Medical Center,",https://ror.org/00py81415,"{'https://ror.org/03njmea73': 0.828392352421958, 'https://ror.org/04bct7p84': 0.8138448557058732, 'https://ror.org/036pt7h44': 0.5740183577316869, 'https://ror.org/013v7fk41': 0.5658849108308683, 'https://ror.org/00py81415': 0.5474827467207635}"
https://openalex.org/W1990996314,3,"Computational Science Research Program, RIKEN, Japan",https://ror.org/03r519674,"{'https://ror.org/01sjwvz98': 0.5458682426447364, 'https://ror.org/0491dch03': 0.0480345891514336, 'https://ror.org/0088z0796': 0.04564609456767588, 'https://ror.org/03r519674': 0.04208049387379898, 'https://ror.org/042n88708': 0.040664958937202615}"
https://openalex.org/W309233698,1,University of Eastern Finland,https://ror.org/014rks409,"{'https://ror.org/00cyydd11': 0.9914922992135866, 'https://ror.org/051v6v138': 0.2306839029221754, 'https://ror.org/01zcq6z67': 0.2004388248211975, 'https://ror.org/0040axw97': 0.1790360378772877, 'https://ror.org/014rks409': 0.11799000543742368}"
https://openalex.org/W309233698,2,Vaisala Oyj,https://ror.org/0033hxy10,"{'https://ror.org/046a2wj10': 0.3938180175829617, 'https://ror.org/00brjxm92': 0.10225159430889473, 'https://ror.org/04pkc8m17': 0.06000320971224492, 'https://ror.org/05yhgzh28': 0.052129730325859984, 'https://ror.org/0033hxy10': 0.048993523337880866}"
https://openalex.org/W3017811005,1,"Montgomery Bell Academy, Nashville, TN 37205, USA",https://ror.org/0135ay670,"{'https://ror.org/05eynd241': 0.14486095898794676, 'https://ror.org/038mfx688': 0.08246373995281137, 'https://ror.org/05vtekv74': 0.05647668278123853, 'https://ror.org/0135ay670': 0.0486935372867276, 'https://ror.org/04g47vg59': 0.043613697622103556}"
https://openalex.org/W2910890213,5,"LIMICS, Université Paris 13, Sorbonne Universités, INSERM UMRS 1142, 93017 Bobigny, France; AP-HP, Hôpital Tenon, Département de Santé Publique, Paris, France.",https://ror.org/05f82e368,"{'https://ror.org/0199hds37': 0.8409291696399641, 'https://ror.org/02en5vm52': 0.8366116554050536, 'https://ror.org/05h5v3c50': 0.5467732424278273, 'https://ror.org/05f82e368': 0.5005368708681671, 'https://ror.org/04wbsq162': 0.4890696040836045}"
https://openalex.org/W2055925964,2,"Escuela Universitaria Politecnica de Mataro, Mataro, Spain 08303#TAB#",https://ror.org/04cy4z909,"{'https://ror.org/021018s57': 0.07010758376279842, 'https://ror.org/03mb6wj31': 0.06463841946385325, 'https://ror.org/03n6nwv02': 0.056670349075908816, 'https://ror.org/01460j859': 0.056670349075908816, 'https://ror.org/04cy4z909': 0.0422796129980718}"
https://openalex.org/W2057632134,4,"The Abdus Salam – ICTP, Strada Costiera, 11, 34151 Trieste, Italy; UNESP – Univ Estadual Paulista, Departamento de Física, Av.24A 1515, Bela Vista, 13506-900 Rio Claro, SP, Brazil",https://ror.org/00987cb86,"{'https://ror.org/009gyvm78': 0.7784273489105135, 'https://ror.org/01hewbk46': 0.21925806847936088, 'https://ror.org/02f40zc51': 0.1918296430165979, 'https://ror.org/00987cb86': 0.1606292193194162, 'https://ror.org/0131vfw26': 0.15806458692163505}"
https://openalex.org/W116129302,1,"KDDI R&D Laboratories Inc., Saitama, Japan#TAB#",https://ror.org/05qsqt662,"{'https://ror.org/02zme4e72': 0.04252850594437155, 'https://ror.org/04ar6mt14': 0.04001555344845438, 'https://ror.org/0514nj725': 0.027400822602536686, 'https://ror.org/01skwyh03': 0.021088444795080548, 'https://ror.org/05qsqt662': 0.021079676203920015}"
https://openalex.org/W3011218470,1,"END-ICAP Laboratory - INSERM, Arts et Metiers Institute of Technology, CNAM, LIFSE, HESAM University, F-75013, Paris, France, --- Select a Country ---",https://ror.org/042949r55,"{'https://ror.org/018pp1107': 0.9363682741993168, 'https://ror.org/0175hh227': 0.3879599897027959, 'https://ror.org/00awn3k11': 0.3348040801333517, 'https://ror.org/042949r55': 0.19858121783868726, 'https://ror.org/01swx2932': 0.13897134648455517}"
https://openalex.org/W4210633183,1,"School of Information and Physical Sciences, The University of Newcastle, Callaghan, NSW 2308, Australia; School of Transportation and Logistics Engineering, Wuhan University of Technology, Wuhan, Hubei 430063, PR China",https://ror.org/00eae9z71,"{'https://ror.org/03fe7t173': 0.9547442279740066, 'https://ror.org/033vjfk17': 0.8836322852937154, 'https://ror.org/04jcykh16': 0.5481995191361732, 'https://ror.org/00eae9z71': 0.5253349575312672, 'https://ror.org/00e4hrk88': 0.4602386242096657}"
https://openalex.org/W1976210248,1,"Department of Economics, University of Wisconsin, 1180 Observatory Drive, Madison, Wisconsin, 53706-1320, f1LarrySam@ssc.wisc.eduf1",https://ror.org/01y2jtd41,"{'https://ror.org/03e3qgk42': 0.6737335343769602, 'https://ror.org/03f0wvt12': 0.5901812165728875, 'https://ror.org/03ydkyb10': 0.5616115284760185, 'https://ror.org/01y2jtd41': 0.5602835876204282, 'https://ror.org/05mdm7050': 0.41775259703271467}"
https://openalex.org/W2986947924,3,"1Johns Hopkins University School of Medicine, Baltimore, MD, USA.",https://ror.org/037zgn354,"{'https://ror.org/02nfzhn33': 0.9381602318996233, 'https://ror.org/00za53h95': 0.8315647734033783, 'https://ror.org/05ap66461': 0.38042181514991813, 'https://ror.org/037zgn354': 0.28838383397859324, 'https://ror.org/05cb1k848': 0.1257111578159212}"
https://openalex.org/W4224997407,2,"Microsoft Research, United States",https://ror.org/00d0nc645,"{'https://ror.org/02w7f3w92': 0.602916249304802, 'https://ror.org/05k87vq12': 0.4630181105386561, 'https://ror.org/0300m5276': 0.12823363274343827, 'https://ror.org/00d0nc645': 0.10586729113590097, 'https://ror.org/054vff263': 0.06182487605285028}"
https://openalex.org/W2006435955,2,"Université Nice–Sophia Antipolis, Laboratoire I3S, 2000 Route des Colles, 06903 Sophia Antipolis, France",https://ror.org/019tgvf94,"{'https://ror.org/02k9vew78': 0.9161898374617664, 'https://ror.org/05nkcfv27': 0.0795188458188418, 'https://ror.org/05qsjq305': 0.07476871594296976, 'https://ror.org/019tgvf94': 0.07251445926815255, 'https://ror.org/042cesy50': 0.040474705966110816}"
https://openalex.org/W2139219009,2,"2Research Centre Jülich, Germany",https://ror.org/03hass884,"{'https://ror.org/02nv7yv05': 0.8095161495043977, 'https://ror.org/03kmaet43': 0.21581616364858702, 'https://ror.org/02r0e4r58': 0.09110561650448791, 'https://ror.org/02ta43q50': 0.07060202498826064, 'https://ror.org/03hass884': 0.0658874872993905}"
https://openalex.org/W2529091310,4,"Electrical and Computer Engineering, Texas A & M University, Qatar",https://ror.org/03vb4dm14,"{'https://ror.org/01f5ytq51': 0.22054754022992695, 'https://ror.org/01cawbq05': 0.1660139975280096, 'https://ror.org/00hj54h04': 0.15387684343037478, 'https://ror.org/03vb4dm14': 0.1396089946194132, 'https://ror.org/04d5vba33': 0.1293924279193155}"
https://openalex.org/W1983687980,1,"School of Energy and Environment,Southeast Univ",https://ror.org/00cf0ab87,"{'https://ror.org/03y8hzv17': 0.5068690319275869, 'https://ror.org/04ct4d772': 0.3924999121559074, 'https://ror.org/01b25wz12': 0.2974450469897085, 'https://ror.org/00cf0ab87': 0.27178250989252045, 'https://ror.org/05ecg5h20': 0.1030076499682228}"
https://openalex.org/W2755652776,1,Tampere University of Technology - Finland,https://ror.org/00bwtjf83,"{'https://ror.org/02ba3pt07': 0.9397645712770442, 'https://ror.org/033003e23': 0.7452426371895398, 'https://ror.org/03gbw6p94': 0.4582411765181194, 'https://ror.org/00bwtjf83': 0.34049033752209606, 'https://ror.org/02hvt5f17': 0.32298081489776387}"
https://openalex.org/W4280646455,3,"Keio University School of Medicine, 35 Shinanomachi, Shinjuku-ku, Tokyo, 160-8582, Japan",https://ror.org/01k8ej563,"{'https://ror.org/02kn6nx58': 0.6532875893497845, 'https://ror.org/039ygjf22': 0.37012710945975286, 'https://ror.org/051k3eh31': 0.2038638691568009, 'https://ror.org/01k8ej563': 0.10986925545193486, 'https://ror.org/045ysha14': 0.05144535639270679}"
https://openalex.org/W2010815636,2,"Honeywell Technology Solutions Incorporation, Albuquerque Seismological Laboratory, P O Box 82010, Albuquerque, NM 87198, USA#TAB#",https://ror.org/02t71h845,"{'https://ror.org/01khhjy85': 0.07839388345409433, 'https://ror.org/035yp8515': 0.033473859917866236, 'https://ror.org/03wxvt516': 0.032153778079455096, 'https://ror.org/02t71h845': 0.028192336148697445, 'https://ror.org/00st10308': 0.02689258825350937}"
https://openalex.org/W2027535665,1,"Computer Laboratory, The University, Liverpool L69 3BX, England",https://ror.org/04xs57h96,"{'https://ror.org/03svjbs84': 0.3260052689049834, 'https://ror.org/000849h34': 0.27762286851137186, 'https://ror.org/00x4qp065': 0.22383752480779504, 'https://ror.org/04xs57h96': 0.21084141705453804, 'https://ror.org/03zzzks34': 0.16319514376731506}"
https://openalex.org/W2915030125,2,"University Hospital Basel, Radiology & Nuclear Medicine Clinic",https://ror.org/00jreav89,"{'https://ror.org/02s6k3f65': 0.6337873247073176, 'https://ror.org/02nhqek82': 0.6036993695224977, 'https://ror.org/04k51q396': 0.5967142987115707, 'https://ror.org/00jreav89': 0.48194852709120267, 'https://ror.org/05mf35n34': 0.48194852709120267}"
https://openalex.org/W1627663461,1,[Nokia Research Center],https://ror.org/04pkc8m17,"{'https://ror.org/02acart68': 0.1434617572500237, 'https://ror.org/059fqnc42': 0.050299130212267534, 'https://ror.org/0399mhs52': 0.050299130212267534, 'https://ror.org/05hcacp57': 0.049516673774990236, 'https://ror.org/04pkc8m17': 0.04116355616904279}"
https://openalex.org/W1769005156,2,University of the Federal Armed Forces,https://ror.org/01w860d88,"{'https://ror.org/024eyyq66': 0.14803540462237688, 'https://ror.org/05m83vp63': 0.10867848146563572, 'https://ror.org/045g3sx57': 0.10293208719421806, 'https://ror.org/01w860d88': 0.08213199022233908, 'https://ror.org/01qpebh25': 0.05964248321175041}"
https://openalex.org/W2025726630,1,"System Development Laboratory, Hitachi, Ltd., Kawasaki, Japan 215",https://ror.org/02exqgm79,"{'https://ror.org/05wj18248': 0.05833957610380121, 'https://ror.org/03sc99320': 0.047068675088915, 'https://ror.org/05hzgh473': 0.044579646887169075, 'https://ror.org/02exqgm79': 0.025961376491567104, 'https://ror.org/0460s9920': 0.021134388984735915}"
https://openalex.org/W3168411693,2,Earth Resources Engineering,https://ror.org/00mn2bk17,"{'https://ror.org/03v188q73': 0.38863049212529566, 'https://ror.org/021r5ns39': 0.20250979165016367, 'https://ror.org/00fhn5p96': 0.12462353366430136, 'https://ror.org/00mn2bk17': 0.11250999558856133, 'https://ror.org/03bqa4029': 0.09298748818236768}"
https://openalex.org/W1985949713,1,"Department of Information Management, Da-Yeh University, 112 Shan-Jiau Rd., DaTsuen, 51505 Changhua, Taiwan, ROC",https://ror.org/03c6e8r26,"{'https://ror.org/005gkfa10': 0.2200648162698156, 'https://ror.org/03bej0y93': 0.20527307569163128, 'https://ror.org/04ahb7r80': 0.15453656783156167, 'https://ror.org/03c6e8r26': 0.06658113546453982, 'https://ror.org/055zdhj54': 0.037561336347740754}"
https://openalex.org/W2887932365,6,Shanxi Medical University; Shanxi University,https://ror.org/0522dg826,"{'https://ror.org/0265d1010': 0.9706982598319164, 'https://ror.org/03y3e3s17': 0.8551338670771793, 'https://ror.org/03tn5kh37': 0.7311931718172056, 'https://ror.org/02vzqaq35': 0.7283667401026781, 'https://ror.org/0522dg826': 0.16510708309777197}"
https://openalex.org/W3201702921,2,Bundeswehr University Munich; LMU Munich; University of Waterloo,https://ror.org/05kkv3f82,"{'https://ror.org/01aff2v68': 0.830970193714466, 'https://ror.org/05591te55': 0.5452629839274921, 'https://ror.org/012k1v959': 0.34065890062726173, 'https://ror.org/02kkvpp62': 0.199839987136426, 'https://ror.org/05kkv3f82': 0.18099594317596104}"
https://openalex.org/W1953711651,5,"University Medical Center, Gottingen;",https://ror.org/01y9bpm73,"{'https://ror.org/021ft0n22': 0.9496912964906185, 'https://ror.org/036pt7h44': 0.272037425067137, 'https://ror.org/013v7fk41': 0.2616554033836027, 'https://ror.org/01y9bpm73': 0.20199896713488952, 'https://ror.org/03e76ya46': 0.12780607591098678}"
https://openalex.org/W2003580244,2,Institute of Education National Chiao Tung University Taiwan,https://ror.org/00se2k293,"{'https://ror.org/01y6ccj36': 0.3326515286868095, 'https://ror.org/05j9d8v51': 0.15390077587561435, 'https://ror.org/03z698x91': 0.1382587887713382, 'https://ror.org/00se2k293': 0.12620827614147143, 'https://ror.org/05bqach95': 0.05749130446358593}"
https://openalex.org/W2027423337,1,"Schrödinger, LLC, Portland, USA",https://ror.org/05a3z6914,"{'https://ror.org/05fep0t76': 0.0729232465268315, 'https://ror.org/02p30c858': 0.06860344472496926, 'https://ror.org/00cmb1w67': 0.0682290384304203, 'https://ror.org/05a3z6914': 0.05606049779293385, 'https://ror.org/04bd74a48': 0.05108180971585971}"
