oa_id,oa_count,affiliation_string,ror_id
https://openalex.org/W2740742622,3,Institut for Virksomhedsledelse og Økonomi,NA
https://openalex.org/W2740742622,4,"Department of Business and Economics, and COHERE, University of Southern Denmark, Campusvej 55, Odense M, DK-5230, Denmark",https://ror.org/03yrrjy16
https://openalex.org/W1481786835,1,"Graduate School of Integrated Arts and Sciences, Hiroshima University, Kagamiyama, Higashi-Hiroshima, Japan#TAB#",https://ror.org/03t78wx29
https://openalex.org/W2888626493,1,"School of Mathematics and Statistics, UNSW, Sydney NSW 2052, Australia.",NA
https://openalex.org/W2888626493,2,"School of Computer Science and Applied Mathematics, University of the Witwatersrand, Private Bag 3, Wits 2050, Johannesburg, South Africa",https://ror.org/03rp50x72
https://openalex.org/W3047756433,1,"University of Applied Sciences Stralsund, IACS – Institute for Applied Computer Sciences, Stralsund, Germany",https://ror.org/04g99jx54
https://openalex.org/W2745071378,1,"Department of Computer Engineering, Science and Research Branch, Islamic Azad University, Tehran ,IRAN",https://ror.org/03187yj51
https://openalex.org/W2745071378,2,"School of Electrical and Computer Engineering, Faculty of Engineering, University of Tehran, Tehran, Iran and School of Computer Science, Institute for Research in Fundamental Sciences (IPM), Tehr ...#TAB#",https://ror.org/04xreqs31
https://openalex.org/W3186201162,1,"Laboratory for Social and Cognitive Informatics, National Research University Higher School of Economics, St. Petersburg, Russia.",https://ror.org/055f7t516
https://openalex.org/W3186201162,2,"Laboratory for Social and Cognitive Informatics, National Research University Higher School of Economics, St. Petersburg, Russia; Pattern Recognition and Human Language Technology Research Center, Universitat Politècnica de València, Valencia, Spain",https://ror.org/055f7t516
https://openalex.org/W3186201162,3,"Laboratory for Social and Cognitive Informatics, National Research University Higher School of Economics, St. Petersburg, Russia; Pattern Recognition and Human Language Technology Research Center, Universitat Politècnica de València, Valencia, Spain",https://ror.org/01460j859
https://openalex.org/W2018512105,1,"University of California, Irvine (United States)",https://ror.org/04gyf1771
https://openalex.org/W2319447249,1,Department of Industrial Engineering Sadjad University of Technology Mashhad Iran,https://ror.org/04b9hej41
https://openalex.org/W2319447249,2,"Research and Education Department, Razavi Hospital, Mashhad, Iran#TAB#",NA
https://openalex.org/W2078406048,1,"Department of Computer Studies, Loughborough University, Loughborough, LE11 3TU, United Kingdom",https://ror.org/04vg4w365
https://openalex.org/W1561682605,1,"Department of Cybernetics, Czech Technical University in Prague, Technická 2, Prague 6, 166 27 Czech Republic#TAB#",https://ror.org/03kqpb082
https://openalex.org/W1565160848,1,"School of Information Technology and Engineering (SITE) University of Ottawa, Canada",https://ror.org/03c4mmv16
https://openalex.org/W2135808943,1,"Communication Theory Laboratory, School of Electrical Engineering, KTH Royal Institute of Technology, Stockholm, Sweden",https://ror.org/026vcq606
https://openalex.org/W2009418856,1,"Institut Supérieur D'Informatique et des Technologies de Communication de Hammam Sousse, Université de Sousse, Route GP1-4011, Hammam Sousse, Tunisia",https://ror.org/00dmpgj58
https://openalex.org/W2009418856,2,"Department of Mathematics, Atılım University, Incek, 06836, Ankara, Turkey",https://ror.org/04pd3v454
https://openalex.org/W2009418856,3,"Department of Mathematics, Sahand University of Technology, Tabriz, Iran.",https://ror.org/03wdrmh81
https://openalex.org/W2996271370,1,"HES-SO // University of Applied Sciences Western Switzerland, Fribourg, Switzerland",https://ror.org/01xkakk17
https://openalex.org/W2593580638,1,"Department of Signal Processing and Acoustics, Aalto University, P.O. Box 13000, FI-00076 Aalto, Finland.",https://ror.org/020hwjq30
https://openalex.org/W3156166308,1,"University of Wurzburg, Wurzburg, Germany#TAB#",https://ror.org/00fbnyb24
https://openalex.org/W3156166308,2,University of Hohenheim  Stuttgart Germany,https://ror.org/00b1c9541
https://openalex.org/W3034016839,1,"Institute of Informatics, Vilnius University, Vilnius, Lithuania",https://ror.org/03nadee84
https://openalex.org/W1583077040,1,"Department of Computer Science, The University of Texas at Dallas, Richardson, TX",https://ror.org/049emcs32
https://openalex.org/W2011031029,1,"Department of Economics Massachusetts Institute of Technology Cambridge, Massachusetts 02139",https://ror.org/042nb2s44
https://openalex.org/W2011031029,2,"Department of Economics, Stockholm School of Economics; Research Institute of Industrial Economics",https://ror.org/01s5jzh92
https://openalex.org/W2011031029,3,"Department of Economics, Stockholm School of Economics; Research Institute of Industrial Economics",https://ror.org/00sv48x88
https://openalex.org/W2059032642,1,"Cardiff University, School of Engineering, Cardiff CF24 3AA, UK",https://ror.org/03kk7td41
https://openalex.org/W2059032642,2,"IT Department, University of Jordan, Amman, Jordan",https://ror.org/05k89ew48
https://openalex.org/W2141375210,1,"Department of Pharmacy and BioTechnology, University of Bologna, Italy.",https://ror.org/01111rn36
https://openalex.org/W2141375210,2,"2Laboratory of Neuropsychology and Cognitive Neuroscience, University G. d'Annunzio, and Institute for Advanced Biomedical Technologies, Foundation G. d'Annunzio, Chieti, Italy",https://ror.org/00qjgza05
https://openalex.org/W2141375210,3,"1Department of Pharmacy and Biotechnology, University of Bologna",https://ror.org/01111rn36
https://openalex.org/W78673899,1,#N#‡#N#Georgia Institute of Technology#N#,https://ror.org/01zkghx44
https://openalex.org/W3217688517,1,"University of Calabria,  Italy",https://ror.org/02rc97e94
https://openalex.org/W3217688517,2, Politecnico di Torino (Italy),https://ror.org/00bgk9508
https://openalex.org/W3217688517,3,"ISIRES, Italy",https://ror.org/01jt38m64
https://openalex.org/W2767594895,1,Department of Mechanical Engineering; University of Tabriz; Tabriz Iran,https://ror.org/01papkj44
https://openalex.org/W1967111975,1,"Mathematics Research Unit, FSTC, University of Luxembourg, 6, rue Coudenhove-Kalergi, L-1359 Luxembourg, Luxembourg#TAB#",https://ror.org/036x5ad56
https://openalex.org/W2140622830,1,Boston Univ,https://ror.org/05qwgg493
https://openalex.org/W2007953420,1,"Center for Software Engineering, IBM T.J. Watson Research Center, Hawthorne, NY 10532, USA",https://ror.org/05hh8d621
https://openalex.org/W3041284476,1,"[IT-Department, Østfold University College, Halden, Norway]",https://ror.org/04gf7fp41
https://openalex.org/W2084521919,1,Polytechnic of Namibia [Windhoek],https://ror.org/03gg1ey66
https://openalex.org/W2084521919,2,"Universiti Malaysia Sarawak, Sarawak, Malaysia",https://ror.org/05b307002
https://openalex.org/W2005268159,1,"University Library, National Cheng-Kung University, Tainan, Taiwan",https://ror.org/01b8kcc49
https://openalex.org/W2591093713,1,"Department of Mathematics, The University of Burdwan, Burdwan 713104, India",https://ror.org/05cyd8v32
https://openalex.org/W2591093713,2,"School of Engineering and Sciences, Tecnolgico de Monterrey, E. Garza Sada 2501 Sur, C.P. 64849, Monterrey, Nuevo Len, Mexico#TAB#",https://ror.org/03ayjn504
https://openalex.org/W3029667203,1,"Key Laboratory of Knowledge Engineering with Big Data (Hefei University of Technology), Ministry of Education, Hefei, 230601, China",https://ror.org/02czkny70
https://openalex.org/W3029667203,2,"Mininglamp Academy of Sciences, Mininglamp Technologies, Beijing, 100084, China",https://ror.org/00t6eqy44
https://openalex.org/W3029667203,3,"School of Computer Science and Technology University of Science and Technology of China Hefei, 230026 China",https://ror.org/04c4dkn09
https://openalex.org/W3029667203,4,"Academy of mathematics and systems science,Chinese academy of sciences,Beijing 100190,China)",https://ror.org/02jkmyk67
https://openalex.org/W3029667203,5,"Computing Dept, Macquarie University, Sydney, A1C 5S7, Australia",https://ror.org/01sf06y89
https://openalex.org/W2010340122,1,"Smart Structures and NEMS Laboratory, Department ofMechanical Engineering, Clemson University, Clemson, SC, 29634-0921, USA,",https://ror.org/037s24f05
https://openalex.org/W2065025828,1,"School of Information Systems, Technology and Management, The University of New South Wales, Sydney, 2052 NSW, Australia",https://ror.org/03r8z3t63
https://openalex.org/W2065025828,2,"School of Computer and Information Sciences , Auckland University of Technology , Private Bag 92006, Auckland, 1020, New Zealand",https://ror.org/01zvqw119
https://openalex.org/W2065025828,3,"School of Information Technology and Electrical Engineering, Australian Defence Force Academy, The University of New South Wales, Northcott Drive, Canberra, ACT 2600, Australia",https://ror.org/02j5s7g39
https://openalex.org/W2065025828,4,"School of Management, Fudan University, No. 670 Guoshun Road, Shanghai 200433, China",https://ror.org/013q1eq08
https://openalex.org/W2151954119,1,Department of Industrial Engineering; University of Pittsburgh; Pittsburgh Pennsylvania 15261,https://ror.org/01an3r305
https://openalex.org/W2151954119,2,"School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332;",https://ror.org/01zkghx44
https://openalex.org/W2146066801,1,Technische Universitat Ilmenau#TAB#,https://ror.org/01weqhp73
https://openalex.org/W2146066801,2,MetraLabs Neue Technologien und Systeme GmbH,NA
https://openalex.org/W2146066801,3,University of Applied Sciences Dresden,https://ror.org/05q5pk319
https://openalex.org/W2530512034,1,#N#Ghent University#N#,https://ror.org/00cv9y106
https://openalex.org/W3128857877,1,"Northwestern Polytechnical University,China",https://ror.org/01y0j0j86
https://openalex.org/W3128857877,2,"Zhengzhou Institute of Surveying and Mapping, China",https://ror.org/02j693n47
https://openalex.org/W1980311542,1,"Department of Mathematics, University of Kerala, Kariavattom-695 581 Trivandrum, India, IN",https://ror.org/05tqa9940
https://openalex.org/W2105961140,1,"Centre for Computational Neuroscience and Robotics, School of Cognitive and Computing Sciences, University of Sussex, Brighton, UK",https://ror.org/00ayhx656
https://openalex.org/W2223702672,1,"Faculty of Mathematics and Computer Science, University of Bucharest, Bucharest, Romania 010014#TAB#",https://ror.org/02x2v6p15
https://openalex.org/W2252668576,1,University of Porto,https://ror.org/043pwc612
https://openalex.org/W2383023030,1,Institute for Applied Mathematics and Information Technologies; National Research Council of Italy; Genoa Italy,NA
https://openalex.org/W2383023030,2,"Ludwig-Maximilians-Universität München, Munich, Germany and Munich Network Management (MNM) Team, Germany#TAB#",https://ror.org/05591te55
https://openalex.org/W2383023030,3,"Leibniz Supercomputing Centre, Garching, Germany and Munich Network Management (MNM) Team, Germany#TAB#",https://ror.org/05558nw16
https://openalex.org/W1533310282,1,Università di Pisa,https://ror.org/03ad39j10
https://openalex.org/W3011973155,1,"Mecchanical Engineering, Shibaura Institute of Technology, Tokyo, Japan",https://ror.org/020wjcq07
https://openalex.org/W3011973155,2,"Engineering Science and Mechanics, Shibaura Institute of Technology, Tokyo, Japan",https://ror.org/020wjcq07
https://openalex.org/W2048552535,1,Fraunhofer Society,NA
https://openalex.org/W2041579795,1,"School of Computing, University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK",https://ror.org/024mrxd33
https://openalex.org/W2041579795,2,"Sharp Laboratories of Europe Limited, Edmund Halley Rd., Oxford Science Park, OX4 4GB, UK",https://ror.org/0075mfb88
https://openalex.org/W2041579795,3,"Ordnance Survey Research, Romsey Rd., Southampton, SO16 4GU, UK",https://ror.org/02xqyv944
https://openalex.org/W2172285827,1,"Laboratory for Visual Neurocomputing, RIKEN Brain Science Institute, Wako, Saitama 351-0198, Japan#TAB#",https://ror.org/04j1n1c04
https://openalex.org/W3109319026,1,"Department of Computer Science, Georgia State University, Atlanta, Georgia, United States of America",https://ror.org/03qt6ba18
https://openalex.org/W3109319026,2,"Dept of Evolutionary and Environmental Biology, Univ. of Haifa Haifa Israel",https://ror.org/02f009v59
https://openalex.org/W131927351,1,"Wroclaw University of Technology, Faculty of Electronics, Chair of Systems and Computer Networks, Wroclaw, Poland#TAB#",https://ror.org/008fyn775
https://openalex.org/W2023114553,1,"Department of Computer Science, Courant Institute of Mathematical Sciences, New York University, 251 Mercer St., New York, NY",https://ror.org/037tm7f56
https://openalex.org/W2023114553,2,"IBM Research Division, T.J. Watson Research Center, P. O. Box 704, Yorktown Heights, NY",https://ror.org/05hh8d621
https://openalex.org/W2023114553,3,"Aiken Computation Laboratory, Harvard University, Cambridge, MA and Institute of Mathematics, Hebrew University, Jerusalem, Israel#TAB#",NA
https://openalex.org/W2023114553,4,"Computer Science Division, University of California, Davis, CA#TAB#",https://ror.org/05rrcem69
https://openalex.org/W2047164911,1,"Institute of Statistics, National Chiao-Tung University, Hsin-Chu, Taiwan, ROC#TAB#",https://ror.org/00se2k293
https://openalex.org/W2496759324,1,"School of Computing, Mathematics and Digital Technology, Manchester Metropolitan University, Manchester, England",https://ror.org/02hstj355
https://openalex.org/W2496759324,2,"Royal Military College of Canada, Kingston, Canada#TAB#",https://ror.org/04yr71909
https://openalex.org/W3166810223,1,"Department of Information Systems, Gdynia Maritime University, Gdynia, Poland",https://ror.org/02vscf791
https://openalex.org/W929074951,1,University of Groningen.,https://ror.org/03cv38k47
https://openalex.org/W929074951,2,"University of California, Riverside",https://ror.org/03nawhv43
https://openalex.org/W2057632850,1,"(MLIS Health Sciences Library, Memorial University of Newfoundland, St John's, Canada)",https://ror.org/04haebc03
https://openalex.org/W2133569115,1,"Microsoft, Redmond WA, USA",https://ror.org/00d0nc645
https://openalex.org/W1522132192,1,Centre for Mathematics and Computer Science,https://ror.org/023sm4k53
https://openalex.org/W1522132192,2,University of Leeds,https://ror.org/024mrxd33
https://openalex.org/W2979554897,1,"Faculty of Computing, Poznan University of Technology, Poznan, Poland",https://ror.org/00p7p3302
https://openalex.org/W4285333330,1,"Instituto Tecnologico de Informatica, Spain",https://ror.org/02s69db58
https://openalex.org/W4285333330,2,"Departamento de Sistemas Informaticos y Computacion (DSIC), Universitat Politecnica de Valencia, Spain",https://ror.org/01460j859
https://openalex.org/W4285333330,3,"Instituto Mixto de Tecnologia Informatica, Universitat Politecnica de Valencia, Spain",https://ror.org/01460j859
https://openalex.org/W4285333330,4,"Research Unit in Clinical biomechanics-UBIC, Department of Physiotherapy, University of Valencia, Spain",https://ror.org/043nxc105
https://openalex.org/W4285333330,5,"Occupational Sciences, Speech Therapy, Evolutionary and Educational Psychology Dept., Catholic University of Valencia, Spain",https://ror.org/03d7a9c68
https://openalex.org/W2039412159,1,"Medway School of Pharmacy, Universities of Kent and Greenwich , Chatham, Kent, ME4 4TB, U.K.",https://ror.org/00fa9v295
https://openalex.org/W2039412159,2,"School of#R#Computing, University of Kent, Canterbury,#R#Kent, CT2 7NZ, U.K.",https://ror.org/00xkeyj56
https://openalex.org/W2039412159,3,"Drug#R#Applied Research Center and#R#Faculty of Pharmacy, Tabriz University of Medical Sciences, Tabriz, Iran; Medway School of Pharmacy, Universities of Kent and Greenwich, Chatham, Kent,#R#ME4 4TB, U.K.",https://ror.org/04krpx645
https://openalex.org/W2039412159,4,"Drug#R#Applied Research Center and#R#Faculty of Pharmacy, Tabriz University of Medical Sciences, Tabriz, Iran; Medway School of Pharmacy, Universities of Kent and Greenwich, Chatham, Kent,#R#ME4 4TB, U.K.",https://ror.org/00fa9v295
https://openalex.org/W2138606846,1,"City University of Hong Kong, Kowloon, HONG KONG.",https://ror.org/03q8dnn23
https://openalex.org/W2971470797,1,"Electronics and Computer Discipline, DPT, Indian Institute of Technology Roorkee, Roorkee, India",https://ror.org/00582g326
https://openalex.org/W3008700201,1,University of Canberra Australia,https://ror.org/04s1nv328
https://openalex.org/W3036638615,1,Technical University of Munich,https://ror.org/02kkvpp62
https://openalex.org/W3036638615,2,Laboratoire d'Informatique et d'Automatique pour les Systèmes,https://ror.org/02b5vq778
https://openalex.org/W3036638615,3,Adapter le raisonnement pire cas à différentes criticités,NA
https://openalex.org/W2133059557,1,Nijmegen (Netherlands),NA
https://openalex.org/W2995413974,1,"University of Oregon, United States of America",https://ror.org/0293rh119
https://openalex.org/W2995413974,2,"Sandia National Laboratories, United States of America; University of Oregon, United States of America",https://ror.org/01apwpt12
https://openalex.org/W2995413974,3,"Sandia National Laboratories, United States of America; University of Oregon, United States of America",https://ror.org/0293rh119
https://openalex.org/W4285333171,1,"Conservation X Labs, USA",https://ror.org/04hnzva96
https://openalex.org/W2102421488,1,"University of Craiova, Faculty of Automation, Computers and Electronics, Craiova, Romania#TAB#",https://ror.org/03s251g81
https://openalex.org/W1593442666,1,"ONERA, Tououse Cedex 4, France#TAB#",NA
https://openalex.org/W1593442666,2,"INRIA, RealTime-at-Work, Villers-lès-Nancy, France#TAB#",https://ror.org/02kvxyf05
https://openalex.org/W1593442666,3,"Thales Alenia Space, Research Department, Cannes La Bocca Cedex",https://ror.org/041twcm28
https://openalex.org/W1593442666,4,"LIP ENS Lyon, Lyon Cédex 07, France",https://ror.org/04zmssz18
https://openalex.org/W3197425204,1,"Università di Napoli Federico II, Napoli, Italy",https://ror.org/05290cv24
https://openalex.org/W2557654849,1,", University of British Columbia",https://ror.org/03rmrcq20
https://openalex.org/W2557654849,2,*University of Glasgow.,https://ror.org/00vtgdb53
https://openalex.org/W2557654849,3,"INSA-Lyon, LIRIS, UMR5205",https://ror.org/050jn9y42
https://openalex.org/W1487919083,1,University of London,https://ror.org/054v4yq51
https://openalex.org/W1487919083,2,University of Wisconsin,NA
https://openalex.org/W1487919083,3,University#N#                            of Calgary,https://ror.org/03yjb2x39
https://openalex.org/W1487919083,4,London School of Economics and </br>Political Science,https://ror.org/0090zs177
https://openalex.org/W1487919083,5,University of hawaii,https://ror.org/03tzaeb71
https://openalex.org/W1487919083,6,Yale University,https://ror.org/03v76x132
https://openalex.org/W1529485011,1,"École des Mines de Nantes, LINA, FRE, CNRS#TAB#",NA
https://openalex.org/W1591628213,1,"Dept. of Inf. & Commun. Syst. Eng., Univ. of the Aegean, Karlovassi",https://ror.org/03zsp3p94
https://openalex.org/W1988859541,1,"Massachusetts Institute of Technology, Cambridge,  Massachusetts",https://ror.org/042nb2s44
https://openalex.org/W1988859541,2,"American Airlines Decision Technologies, Dallas/Fort Worth Airport, Texas#TAB#",https://ror.org/05jh79p16
https://openalex.org/W1988859541,3,"georgia institute of technology, atlanta, georgia",https://ror.org/01zkghx44
https://openalex.org/W1989098133,1,Kyoto University,NA
https://openalex.org/W2016411036,1,"Faculty of Engineering, Tohoku-Gakuin University.",https://ror.org/0504dfg48
https://openalex.org/W2138912745,1,"Computer Eng. Dept., Bogazici University, Istanbul, Turkey",https://ror.org/03z9tma90
https://openalex.org/W2575710071,1,"SICS Swedish ICT, Kista Sweden",NA
https://openalex.org/W2575710071,2,"Stockholm University, Kista, Sweden.",https://ror.org/01a1mp446
https://openalex.org/W2611824095,1,"Northwestern university, EVANSTON, IL, USA#TAB#",https://ror.org/000e0be47
https://openalex.org/W2611824095,2,"Mather LifeWays, Evanston, IL, USA",https://ror.org/03nh59r74
https://openalex.org/W2969808385,1,"School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu 611731, PR China",https://ror.org/04qr3zq92
https://openalex.org/W3152851310,1,"Indian Institute Of Information Technology, Uttar-Pradesh 211012, India",NA
https://openalex.org/W1566207096,1,"Department of Computer Science, University of Chile,",https://ror.org/047gc3g35
https://openalex.org/W1566207096,2,Department of Computer Science and Engineering|Helsinki University of Technology,NA
https://openalex.org/W2808337435,1,University of Manchester,https://ror.org/027m9bs27
https://openalex.org/W2808337435,2,Complexo Hospitalario de Ourense,https://ror.org/04f1y4a64
https://openalex.org/W2808337435,3, UNIVERSITY OF SALFORD,https://ror.org/01tmqtf75
https://openalex.org/W2808337435,4,Universidade de Santiago de compostela,https://ror.org/030eybx10
https://openalex.org/W2808337435,5,University of Wolverhampton:,https://ror.org/01k2y1055
https://openalex.org/W3017217182,1,University of Canberra,https://ror.org/04s1nv328
https://openalex.org/W2799543665,1,"Department of Physics, EμE Laboratory, Faculty of Science of Monastir, Monastir, Tunisia",https://ror.org/00nhtcg76
https://openalex.org/W2951624433,1,"1 Binhai Industrial Technology Research Institute of Zhejiang University, China.",NA
https://openalex.org/W2951624433,2,"2 Department of Computers and Electrical Engineering, Rostock University, Germany.",https://ror.org/03zdwsf69
https://openalex.org/W3108428381,1,"Department of Computer Science , University College London , London, UK",https://ror.org/02jx3x895
https://openalex.org/W1790403909,1,"EUMETSAT, Germany",https://ror.org/02h919y47
https://openalex.org/W1853212148,1,"School of Innovation, Design and Engineering, Mälardalen University,, Västerås, Sweden",NA
https://openalex.org/W1853212148,2,"Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden",https://ror.org/016st3p78
https://openalex.org/W2150449744,1,"Cornell University, USA",https://ror.org/05bnh6r87
https://openalex.org/W2729813331,1,"Department of Electrical and Electronics Engineering, Duzce University, 81620, Duzce, Turkey",https://ror.org/04175wc52
https://openalex.org/W3161136820,1,"Masaryk University, Brno, Czech Republic and AIT Austrian Institute of Technology GmbH Vienna, Austria & Faculty of Computer Science, University of Vienna, Austria",https://ror.org/04knbh022
https://openalex.org/W3161136820,2,"Zurich University of the Arts, Department of Design, Subject Area Game Design, Switzerland",https://ror.org/05r0ap620
https://openalex.org/W3161136820,3,"Department of Informatics & Media, Uppsala University, Sweden",https://ror.org/048a87296
https://openalex.org/W3161136820,4,"University of Saskatchewan , Canada",https://ror.org/010x8gc63
https://openalex.org/W3161136820,5,"HCI Games Group, Games Institute and Stratford School of Interaction Design and Business, University of Waterloo, Canada",https://ror.org/01aff2v68
https://openalex.org/W3161136820,6,Queensland University of Technology Australia#TAB#,https://ror.org/03pnv4752
https://openalex.org/W3161136820,7,"Computational Media, University of California at Santa Cruz, United States",https://ror.org/03s65by71
https://openalex.org/W3161136820,8,"Department of Computer Science and Engineering, Universidad Carlos III de Madrid, Spain",https://ror.org/03ths8210
https://openalex.org/W3161136820,9,"university of York, United Kingdom",https://ror.org/04m01e293
https://openalex.org/W3161136820,10,"Aalto University , Finland",https://ror.org/020hwjq30
https://openalex.org/W1987900095,1,Nanyang Technological Univ,https://ror.org/02e7b5302
https://openalex.org/W1995937778,1,"University of Nebraska at Omaha, Omaha, NE.",https://ror.org/04yrkc140
https://openalex.org/W2051565692,1,Geoinformatik – Z_GIS,https://ror.org/05t4zqc79
https://openalex.org/W2985752945,1,"Jordan University of Science and Technology, Irbid, Jordan",https://ror.org/03y8mtb59
https://openalex.org/W2736059962,1,"Faculty of Electrical Engineering, Białystok Technical University, Wiejska 45D, 15-351 Białystok, Poland",https://ror.org/02bzfsy61
https://openalex.org/W73111030,1,PURDUE UNIVERSITY.,https://ror.org/05p8z3f47
https://openalex.org/W3182194890,1,"Berlin School of Economics and Law, Berlin, Germany.",https://ror.org/03rkmps36
https://openalex.org/W3013492608,1,"Department of Mathematics College of William & Mary, Williamsburg, USA",https://ror.org/03hsf0573
https://openalex.org/W3013492608,2,"Department of Mathematics, Iowa State University, Ames, USA",https://ror.org/04rswrd78
https://openalex.org/W4285333185,1,"University of Haifa, Israel",https://ror.org/02f009v59
https://openalex.org/W2000538148,1,"Department of Physics, Huibei Coal Industry Teachers college, Huaibei 235000, China and Computer Institute of NanJing University of Science and Technology, Nanjing 210094,China",NA
https://openalex.org/W2000538148,2,"Computer Institute of Nanjing University of Science and Technology, Nanjing 210094, China#TAB#",https://ror.org/00xp9wg62
https://openalex.org/W2943447671,1,"Université du Québec à Montréal (UQAM), Montréal, Canada#TAB#",https://ror.org/002rjbv21
